player_name,player_class,total_deaths,kills_tracked,deaths_per_kill,most_common_killing_blow,most_common_killing_blow_count,top_killing_blows_json,zones_died_in,last_death_timestamp_ms
Labyrìnth,Monk,28,34,0.82,Venom Nova,3,"[{""name"":""Venom Nova"",""count"":3},{""name"":""Vile Discharge"",""count"":2},{""name"":""Melee"",""count"":2}]","[""Nerub-ar Palace""]",10210688
Lubrikator,Warlock,208,256,0.81,Melee,19,"[{""name"":""Melee"",""count"":19},{""name"":""Poison Burst"",""count"":15},{""name"":""Volatile Concoction"",""count"":15}]","[""Vault of the Incarnates"",""Aberrus, the Shadowed Crucible"",""Nerub-ar Palace"",""Amirdrassil, the Dream's Hope""]",21317235
Detective,Hunter,17,21,0.81,Time-Release Crackle,2,"[{""name"":""Time-Release Crackle"",""count"":2},{""name"":""Goblin-guided Rocket"",""count"":2},{""name"":""Zagging Zizzler"",""count"":2}]","[""Liberation of Undermine""]",6175307
Fallingmonk,Monk,16,20,0.8,Melee,4,"[{""name"":""Melee"",""count"":4},{""name"":""Burrowed Eruption"",""count"":3},{""name"":""Cataclysmic Entropy"",""count"":2}]","[""Nerub-ar Palace""]",8957111
Yearningsson,Monk,8,10,0.8,Blastburn Roarcannon,3,"[{""name"":""Blastburn Roarcannon"",""count"":3},{""name"":""Canister Detonation"",""count"":1},{""name"":""Unrelenting CAR-nage"",""count"":1}]","[""Liberation of Undermine""]",8898269
Pohjolashm,Shaman,4,5,0.8,Scatterblast Canisters,3,"[{""name"":""Scatterblast Canisters"",""count"":3},{""name"":""Unstable Shrapnel"",""count"":1}]","[""Liberation of Undermine""]",5170561
Monsterkuk,DemonHunter,57,73,0.78,Melee,7,"[{""name"":""Melee"",""count"":7},{""name"":""Venomous Rain"",""count"":3},{""name"":""Oblivion"",""count"":3}]","[""Blackrock Depths"",""Nerub-ar Palace"",""Manaforge Omega"",""Liberation of Undermine"",""Amirdrassil, the Dream's Hope""]",10000322
Obsessing,DeathKnight,7,9,0.78,Shadowflame Fissures,1,"[{""name"":""Shadowflame Fissures"",""count"":1},{""name"":""Shatter"",""count"":1},{""name"":""Searing Heat"",""count"":1}]","[""Aberrus, the Shadowed Crucible""]",4615201
Timed,Rogue,7,9,0.78,Melee,1,"[{""name"":""Melee"",""count"":1},{""name"":""Cataclysmic Entropy"",""count"":1},{""name"":""Entropic Webs"",""count"":1}]","[""Nerub-ar Palace""]",7820659
Roejogan,Warrior,16,21,0.76,Melee,4,"[{""name"":""Melee"",""count"":4},{""name"":""Void Bolt"",""count"":2},{""name"":""Poison Bolt"",""count"":2}]","[""Nerub-ar Palace""]",9737264
Evestirwin,DemonHunter,33,44,0.75,Melee,4,"[{""name"":""Melee"",""count"":4},{""name"":""Molten Gold Knuckles"",""count"":3},{""name"":""Grand Finale"",""count"":2}]","[""Vault of the Incarnates"",""Liberation of Undermine""]",9783093
Trndrr,Priest,6,8,0.75,Scatterblast Canisters,2,"[{""name"":""Scatterblast Canisters"",""count"":2},{""name"":""Zagging Zizzler"",""count"":2},{""name"":""Unstable Explosion"",""count"":1}]","[""Liberation of Undermine""]",4046057
Churraky,Hunter,3,4,0.75,Crystalline Shockwave,1,"[{""name"":""Crystalline Shockwave"",""count"":1},{""name"":""Arcane Convergence"",""count"":1},{""name"":""Adarus' Soul"",""count"":1}]","[""Manaforge Omega""]",3333551
Pellebiskop,Priest,3,4,0.75,Resonant Echoes,1,"[{""name"":""Resonant Echoes"",""count"":1},{""name"":""Discarded Doomsplosive"",""count"":1},{""name"":""Grand Finale"",""count"":1}]","[""Liberation of Undermine""]",3210466
Benshot,Hunter,3,4,0.75,Unstable Essence,1,"[{""name"":""Unstable Essence"",""count"":1},{""name"":""Violent Eruption"",""count"":1},{""name"":""Shadowflame Contamination"",""count"":1}]","[""Aberrus, the Shadowed Crucible""]",3562809
Wakaberry,Druid,3,4,0.75,Spinneret's Strands,1,"[{""name"":""Spinneret's Strands"",""count"":1},{""name"":""Lingering Erosion"",""count"":1},{""name"":""Acid Pools"",""count"":1}]","[""Nerub-ar Palace""]",9359814
Tiskonlone,Shaman,3,4,0.75,Acid Pools,2,"[{""name"":""Acid Pools"",""count"":2},{""name"":""Tacky Threads"",""count"":1}]","[""Nerub-ar Palace""]",9342889
Wooze,Warrior,3,4,0.75,Spinneret's Strands,2,"[{""name"":""Spinneret's Strands"",""count"":2},{""name"":""Infested Bite"",""count"":1}]","[""Nerub-ar Palace""]",9635739
Hides,Rogue,40,55,0.73,Melee,3,"[{""name"":""Melee"",""count"":3},{""name"":""Cataclysmic Entropy"",""count"":2},{""name"":""Burrowed Eruption"",""count"":2}]","[""Liberation of Undermine"",""Manaforge Omega"",""Nerub-ar Palace""]",9990312
Maawong,Hunter,13,18,0.72,Atomized,2,"[{""name"":""Atomized"",""count"":2},{""name"":""Reckless Impact"",""count"":2},{""name"":""Devour"",""count"":1}]","[""Nerub-ar Palace""]",364158114
Arolie,Paladin,39,55,0.71,Melee,3,"[{""name"":""Melee"",""count"":3},{""name"":""Reaper"",""count"":3},{""name"":""Spewing Hemorrhage"",""count"":2}]","[""Nerub-ar Palace""]",363898212
Benfarmer,Druid,5,7,0.71,Gatling Cannon,2,"[{""name"":""Gatling Cannon"",""count"":2},{""name"":""Suppression"",""count"":1},{""name"":""Giga Coils"",""count"":1}]","[""Liberation of Undermine""]",4027917
Hanjuo,Monk,5,7,0.71,Gatling Cannon,1,"[{""name"":""Gatling Cannon"",""count"":1},{""name"":""Scatterblast Canisters"",""count"":1},{""name"":""Canister Detonation"",""count"":1}]","[""Liberation of Undermine""]",5715887
Edarn,Mage,5,7,0.71,Reaper,1,"[{""name"":""Reaper"",""count"":1},{""name"":""Wrest"",""count"":1},{""name"":""Infested Gloomburst"",""count"":1}]","[""Nerub-ar Palace""]",5229270
Yeviel,Paladin,217,309,0.7,Canister Detonation,16,"[{""name"":""Canister Detonation"",""count"":16},{""name"":""Pay-Line"",""count"":10},{""name"":""Discarded Doomsplosive"",""count"":9}]","[""Liberation of Undermine""]",10746291
Bamoo,Druid,73,105,0.7,Discarded Doomsplosive,6,"[{""name"":""Discarded Doomsplosive"",""count"":6},{""name"":""Blaring Drop"",""count"":3},{""name"":""Foul Exhaust"",""count"":3}]","[""Nerub-ar Palace"",""Aberrus, the Shadowed Crucible"",""Vault of the Incarnates"",""Liberation of Undermine""]",11368674
Girlypop,Shaman,14,20,0.7,Burrowed Eruption,2,"[{""name"":""Burrowed Eruption"",""count"":2},{""name"":""Grasp From Beyond"",""count"":2},{""name"":""Web Vortex"",""count"":1}]","[""Nerub-ar Palace""]",364153588
Elpys,Mage,11,16,0.69,Meteor Axe,2,"[{""name"":""Meteor Axe"",""count"":2},{""name"":""Earth Dominance"",""count"":1},{""name"":""Thunderbolt"",""count"":1}]","[""Vault of the Incarnates""]",10449381
Samarie,Warrior,9,13,0.69,Blood Pact,2,"[{""name"":""Blood Pact"",""count"":2},{""name"":""Web Reave"",""count"":1},{""name"":""Juggernaut Charge"",""count"":1}]","[""Nerub-ar Palace""]",10337838
Bileplume,Rogue,19,28,0.68,Devour,2,"[{""name"":""Devour"",""count"":2},{""name"":""Light Edict"",""count"":1},{""name"":""Web Reave"",""count"":1}]","[""Nerub-ar Palace"",""VS / DR / MQD""]",364171570
Peevoke,Evoker,15,22,0.68,Blood Pact,3,"[{""name"":""Blood Pact"",""count"":3},{""name"":""Reckless Impact"",""count"":2},{""name"":""Predation Threads"",""count"":1}]","[""Nerub-ar Palace""]",10000323
Whacky,Hunter,6,9,0.67,Noise Pollution,1,"[{""name"":""Noise Pollution"",""count"":1},{""name"":""Molten Pool"",""count"":1},{""name"":""Scatterblast Canisters"",""count"":1}]","[""Liberation of Undermine""]",11359583
Codywood,Shaman,4,6,0.67,Caustic Reaction,2,"[{""name"":""Caustic Reaction"",""count"":2},{""name"":""Reaper"",""count"":1},{""name"":""Vile Discharge"",""count"":1}]","[""Nerub-ar Palace""]",4909610
Hahaokwtfxd,Hunter,2,3,0.67,Blaring Drop,1,"[{""name"":""Blaring Drop"",""count"":1},{""name"":""Noise Pollution"",""count"":1}]","[""Liberation of Undermine""]",1988834
Shyanaa,Hunter,2,3,0.67,Haywire,1,"[{""name"":""Haywire"",""count"":1},{""name"":""Lingering Voltage"",""count"":1}]","[""Liberation of Undermine""]",9159182
Lyktan,Druid,2,3,0.67,Sonic Blast,2,"[{""name"":""Sonic Blast"",""count"":2}]","[""Liberation of Undermine""]",1995033
Sozaoh,DemonHunter,2,3,0.67,Sonic Blast,1,"[{""name"":""Sonic Blast"",""count"":1},{""name"":""Lingering Voltage"",""count"":1}]","[""Liberation of Undermine""]",1948587
Farranak,Paladin,2,3,0.67,Crystalline Shockwave,2,"[{""name"":""Crystalline Shockwave"",""count"":2}]","[""Manaforge Omega""]",4727836
Narue,Priest,2,3,0.67,Grand Finale,1,"[{""name"":""Grand Finale"",""count"":1},{""name"":""Haywire"",""count"":1}]","[""Liberation of Undermine""]",9169857
Sickboy,Hunter,2,3,0.67,Noise Pollution,1,"[{""name"":""Noise Pollution"",""count"":1},{""name"":""Grand Finale"",""count"":1}]","[""Liberation of Undermine""]",9158421
Xynd,Mage,2,3,0.67,Grand Finale,2,"[{""name"":""Grand Finale"",""count"":2}]","[""Liberation of Undermine""]",9152404
Bhubba,Druid,2,3,0.67,Grand Finale,1,"[{""name"":""Grand Finale"",""count"":1},{""name"":""Sonic Blast"",""count"":1}]","[""Liberation of Undermine""]",9151068
Sorìlea,Shaman,2,3,0.67,Haywire,1,"[{""name"":""Haywire"",""count"":1},{""name"":""Grand Finale"",""count"":1}]","[""Liberation of Undermine""]",9158425
Rorovoker,Evoker,32,49,0.65,Venom Nova,3,"[{""name"":""Venom Nova"",""count"":3},{""name"":""Venomous Rain"",""count"":3},{""name"":""Reactive Froth"",""count"":2}]","[""Nerub-ar Palace""]",19500857
Sköddsköddna,Hunter,28,43,0.65,Scatterblast Canisters,4,"[{""name"":""Scatterblast Canisters"",""count"":4},{""name"":""Discarded Doomsplosive"",""count"":3},{""name"":""Canister Detonation"",""count"":3}]","[""Manaforge Omega"",""Liberation of Undermine""]",8613717
Dagger,Rogue,15,23,0.65,Scatterblast Canisters,2,"[{""name"":""Scatterblast Canisters"",""count"":2},{""name"":""Sabotaged Controls"",""count"":1},{""name"":""Burrowed Eruption"",""count"":1}]","[""Nerub-ar Palace"",""Liberation of Undermine""]",5925013
Sprutpessen,Druid,41,64,0.64,Scatterblast Canisters,4,"[{""name"":""Scatterblast Canisters"",""count"":4},{""name"":""Crystalline Shockwave"",""count"":3},{""name"":""Oblivion"",""count"":3}]","[""Nerub-ar Palace"",""Liberation of Undermine"",""Manaforge Omega""]",9204485
Meowdyqt,Warrior,21,33,0.64,Web Reave,2,"[{""name"":""Web Reave"",""count"":2},{""name"":""Spewing Hemorrhage"",""count"":2},{""name"":""Acrid Presence"",""count"":2}]","[""Nerub-ar Palace""]",364142436
Malloc,DemonHunter,18,28,0.64,Atomized,3,"[{""name"":""Atomized"",""count"":3},{""name"":""Void Bolt"",""count"":1},{""name"":""Stalking Shadows"",""count"":1}]","[""Nerub-ar Palace""]",10375470
Ínflámes,Shaman,22,35,0.63,Vile Discharge,2,"[{""name"":""Vile Discharge"",""count"":2},{""name"":""Atomized"",""count"":2},{""name"":""Melee"",""count"":2}]","[""Nerub-ar Palace""]",364164932
Yearningdru,Druid,5,8,0.63,Acrid Presence,2,"[{""name"":""Acrid Presence"",""count"":2},{""name"":""Corrosion"",""count"":1},{""name"":""Goresplatter"",""count"":1}]","[""Nerub-ar Palace""]",4724261
Womblorm,Warrior,5,8,0.63,Acid Bolt,1,"[{""name"":""Acid Bolt"",""count"":1},{""name"":""Entropic Desolation"",""count"":1},{""name"":""Reaction Vapor"",""count"":1}]","[""Nerub-ar Palace""]",4871922
Wanners,DemonHunter,5,8,0.63,Devour,2,"[{""name"":""Devour"",""count"":2},{""name"":""Reckless Impact"",""count"":1},{""name"":""Web Vortex"",""count"":1}]","[""Nerub-ar Palace""]",5833718
Boomdoctor,DeathKnight,5,8,0.63,Cataclysmic Entropy,1,"[{""name"":""Cataclysmic Entropy"",""count"":1},{""name"":""Gruesome Disgorge"",""count"":1},{""name"":""Atomized"",""count"":1}]","[""Nerub-ar Palace""]",4602545
Dähl,Druid,5,8,0.63,Shock Barrage,1,"[{""name"":""Shock Barrage"",""count"":1},{""name"":""Zagging Zizzler"",""count"":1},{""name"":""Time-Release Crackle"",""count"":1}]","[""Liberation of Undermine""]",4917811
Lyrla,Priest,5,8,0.63,Scatterblast Canisters,2,"[{""name"":""Scatterblast Canisters"",""count"":2},{""name"":""Zagging Zizzler"",""count"":1},{""name"":""Unstable Explosion"",""count"":1}]","[""Liberation of Undermine""]",4037502
Cocainekate,Warlock,129,207,0.62,Poison Burst,10,"[{""name"":""Poison Burst"",""count"":10},{""name"":""Volatile Concoction"",""count"":10},{""name"":""Infest"",""count"":7}]","[""Aberrus, the Shadowed Crucible"",""Nerub-ar Palace"",""Amirdrassil, the Dream's Hope""]",21466834
Apocryphâ,DeathKnight,40,65,0.62,Melee,11,"[{""name"":""Melee"",""count"":11},{""name"":""Infused Strikes"",""count"":5},{""name"":""Unstable Essence"",""count"":2}]","[""Aberrus, the Shadowed Crucible"",""Amirdrassil, the Dream's Hope"",""Vault of the Incarnates"",""Liberation of Undermine""]",9716947
Yevoo,Monk,16,26,0.62,Lingering Erosion,2,"[{""name"":""Lingering Erosion"",""count"":2},{""name"":""Melee"",""count"":2},{""name"":""Infested Bite"",""count"":2}]","[""Nerub-ar Palace"",""Liberation of Undermine""]",9705430
Larssondemon,DemonHunter,13,21,0.62,Giant Strike,2,"[{""name"":""Giant Strike"",""count"":2},{""name"":""Chemical Explosion"",""count"":2},{""name"":""Sinister Strike"",""count"":1}]","[""Blackrock Depths""]",9677366
Director,Mage,8,13,0.62,Blood Pact,2,"[{""name"":""Blood Pact"",""count"":2},{""name"":""Acrid Presence"",""count"":2},{""name"":""Reaper"",""count"":1}]","[""Nerub-ar Palace""]",10267629
Pompqmoi,Mage,8,13,0.62,Void Howl,3,"[{""name"":""Void Howl"",""count"":3},{""name"":""Caustic Phlegm"",""count"":2},{""name"":""Bursting Emptiness"",""count"":1}]","[""VS / DR / MQD""]",10850170
Slaybelle,Rogue,9,15,0.6,Giga Coils,2,"[{""name"":""Giga Coils"",""count"":2},{""name"":""Juice It!"",""count"":2},{""name"":""Big Bad Buncha Bombs"",""count"":2}]","[""Liberation of Undermine""]",8653354
Deredeemer,Paladin,9,15,0.6,Melee,4,"[{""name"":""Melee"",""count"":4},{""name"":""Spinneret's Websnap"",""count"":1},{""name"":""Venom Nova"",""count"":1}]","[""Nerub-ar Palace""]",5838697
Alaski,Shaman,6,10,0.6,Unrelenting CAR-nage,1,"[{""name"":""Unrelenting CAR-nage"",""count"":1},{""name"":""Overloaded Rockets"",""count"":1},{""name"":""Blastburn Roarcannon"",""count"":1}]","[""Liberation of Undermine""]",8247073
Selthiel,Priest,20,34,0.59,Gloomfield,2,"[{""name"":""Gloomfield"",""count"":2},{""name"":""Caustic Phlegm"",""count"":2},{""name"":""Melee"",""count"":2}]","[""VS / DR / MQD""]",11340265
Coffeebeans,Shaman,21,36,0.58,Astral Burn,3,"[{""name"":""Astral Burn"",""count"":3},{""name"":""Melee"",""count"":2},{""name"":""The Hunt"",""count"":2}]","[""Nerub-ar Palace"",""Liberation of Undermine"",""Manaforge Omega""]",8542436
Yearningdh,DemonHunter,7,12,0.58,Blood Pact,1,"[{""name"":""Blood Pact"",""count"":1},{""name"":""Black Blood"",""count"":1},{""name"":""Poison Bolt"",""count"":1}]","[""Nerub-ar Palace""]",8087244
Waterfalls,Shaman,15,27,0.56,Acid Pools,2,"[{""name"":""Acid Pools"",""count"":2},{""name"":""Burrowed Eruption"",""count"":2},{""name"":""Web Reave"",""count"":2}]","[""Nerub-ar Palace""]",364142438
Dragondsnuts,Evoker,15,27,0.56,Acrid Presence,2,"[{""name"":""Acrid Presence"",""count"":2},{""name"":""Scorching Ground"",""count"":1},{""name"":""Black Sepsis"",""count"":1}]","[""Amirdrassil, the Dream's Hope"",""Nerub-ar Palace"",""Aberrus, the Shadowed Crucible""]",6145649
Popelindavii,Priest,15,28,0.54,Tacky Burst,2,"[{""name"":""Tacky Burst"",""count"":2},{""name"":""Reckless Impact"",""count"":2},{""name"":""Black Blood"",""count"":1}]","[""Nerub-ar Palace""]",364071357
Socialqs,Paladin,47,88,0.53,Melee,5,"[{""name"":""Melee"",""count"":5},{""name"":""Enraged Tantrum"",""count"":2},{""name"":""Spinneret's Websnap"",""count"":2}]","[""Nerub-ar Palace"",""Aberrus, the Shadowed Crucible"",""Amirdrassil, the Dream's Hope"",""Liberation of Undermine"",""Vault of the Incarnates"",""Manaforge Omega""]",363898198
Skyhanter,DemonHunter,10,19,0.53,Burrowed Eruption,1,"[{""name"":""Burrowed Eruption"",""count"":1},{""name"":""Grasp From Beyond"",""count"":1},{""name"":""Tacky Burst"",""count"":1}]","[""Nerub-ar Palace"",""VS / DR / MQD""]",363900099
Larssonhman,Shaman,15,29,0.52,Melee,4,"[{""name"":""Melee"",""count"":4},{""name"":""Reckless Impact"",""count"":1},{""name"":""Web Reave"",""count"":1}]","[""Nerub-ar Palace""]",9898347
Lyonwarr,Warrior,59,115,0.51,Violent Eruption,3,"[{""name"":""Violent Eruption"",""count"":3},{""name"":""Melee"",""count"":3},{""name"":""Caustic Reaction"",""count"":3}]","[""Nerub-ar Palace"",""Aberrus, the Shadowed Crucible"",""Vault of the Incarnates"",""Amirdrassil, the Dream's Hope""]",19511673
Momobami,Priest,387,779,0.5,Reckless Impact,24,"[{""name"":""Reckless Impact"",""count"":24},{""name"":""Betrayal"",""count"":18},{""name"":""Queensbane"",""count"":15}]","[""Manaforge Omega"",""Nerub-ar Palace"",""Amirdrassil, the Dream's Hope"",""Blackrock Depths"",""Aberrus, the Shadowed Crucible"",""Vault of the Incarnates"",""Liberation of Undermine""]",19585635
Lucyinder,Monk,24,48,0.5,Searing Sparks,4,"[{""name"":""Searing Sparks"",""count"":4},{""name"":""Melee"",""count"":3},{""name"":""Agonizing Claws"",""count"":2}]","[""Vault of the Incarnates"",""Amirdrassil, the Dream's Hope"",""Aberrus, the Shadowed Crucible""]",10502562
Northlane,DeathKnight,24,48,0.5,Melee,7,"[{""name"":""Melee"",""count"":7},{""name"":""Blaze"",""count"":2},{""name"":""Rampage"",""count"":2}]","[""Nerub-ar Palace"",""Blackrock Depths""]",363913618
Caterm,Monk,5,10,0.5,Thunderdrum Salvo,2,"[{""name"":""Thunderdrum Salvo"",""count"":2},{""name"":""Blaze of Glory"",""count"":1},{""name"":""Molten Pool"",""count"":1}]","[""Liberation of Undermine""]",8441107
Banitsa,DemonHunter,5,10,0.5,Blastburn Roarcannon,2,"[{""name"":""Blastburn Roarcannon"",""count"":2},{""name"":""Lightning Bash"",""count"":1},{""name"":""Unrelenting CAR-nage"",""count"":1}]","[""Liberation of Undermine""]",8973658
Swana,Mage,5,10,0.5,Unrelenting CAR-nage,1,"[{""name"":""Unrelenting CAR-nage"",""count"":1},{""name"":""Voltaic Streak"",""count"":1},{""name"":""Colossal Clash"",""count"":1}]","[""Liberation of Undermine""]",8362692
Sýk,Paladin,4,8,0.5,Zagging Zizzler,2,"[{""name"":""Zagging Zizzler"",""count"":2},{""name"":""Venting Heat"",""count"":1},{""name"":""Juice It!"",""count"":1}]","[""Liberation of Undermine""]",4046108
Transendence,Monk,4,8,0.5,Molten Gold Pool,1,"[{""name"":""Molten Gold Pool"",""count"":1},{""name"":""Blastburn Roarcannon"",""count"":1},{""name"":""Overload!"",""count"":1}]","[""Liberation of Undermine""]",4685035
Fuzzyfazbear,Mage,4,8,0.5,Zagging Zizzler,2,"[{""name"":""Zagging Zizzler"",""count"":2},{""name"":""Scatterblast Canisters"",""count"":1},{""name"":""Suppression"",""count"":1}]","[""Liberation of Undermine""]",4037484
Iziitron,Paladin,4,8,0.5,Scatterblast Canisters,1,"[{""name"":""Scatterblast Canisters"",""count"":1},{""name"":""Time-Release Crackle"",""count"":1},{""name"":""Juice It!"",""count"":1}]","[""Liberation of Undermine""]",4059152
Satelit,Paladin,4,8,0.5,Devour,2,"[{""name"":""Devour"",""count"":2},{""name"":""Venom Nova"",""count"":1},{""name"":""Spike Eruption"",""count"":1}]","[""Nerub-ar Palace""]",4057989
Benjydk,DeathKnight,4,8,0.5,Falling,2,"[{""name"":""Falling"",""count"":2},{""name"":""Corrosion"",""count"":1},{""name"":""Predation Threads"",""count"":1}]","[""Nerub-ar Palace""]",4327921
Vchytry,Evoker,4,8,0.5,Scatterblast Canisters,1,"[{""name"":""Scatterblast Canisters"",""count"":1},{""name"":""Venting Heat"",""count"":1},{""name"":""Suppression"",""count"":1}]","[""Liberation of Undermine""]",4050288
Koyaanis,Paladin,4,8,0.5,Venting Heat,1,"[{""name"":""Venting Heat"",""count"":1},{""name"":""Time-Release Crackle"",""count"":1},{""name"":""Zagging Zizzler"",""count"":1}]","[""Liberation of Undermine""]",4055241
Tîas,Hunter,3,6,0.5,Crystalline Shockwave,2,"[{""name"":""Crystalline Shockwave"",""count"":2},{""name"":""Shattershell"",""count"":1}]","[""Manaforge Omega""]",5225491
Yearnknight,DeathKnight,3,6,0.5,Enraged Tantrum,1,"[{""name"":""Enraged Tantrum"",""count"":1},{""name"":""Piercing Strand"",""count"":1},{""name"":""Crystalline Shockwave"",""count"":1}]","[""Manaforge Omega""]",4727934
Saíthis,DemonHunter,2,4,0.5,Arcane Convergence,1,"[{""name"":""Arcane Convergence"",""count"":1},{""name"":""Velaryn's Soul"",""count"":1}]","[""Manaforge Omega""]",2896092
Drakefire,Hunter,2,4,0.5,Volatile Concoction,1,"[{""name"":""Volatile Concoction"",""count"":1},{""name"":""Web Reave"",""count"":1}]","[""Nerub-ar Palace""]",3751133
Ereasz,Priest,1,2,0.5,Blastburn Roarcannon,1,"[{""name"":""Blastburn Roarcannon"",""count"":1}]","[""Liberation of Undermine""]",1629571
Depsik,DeathKnight,1,2,0.5,Spewing Hemorrhage,1,"[{""name"":""Spewing Hemorrhage"",""count"":1}]","[""Nerub-ar Palace""]",7510353
Gaiablood,Druid,1,2,0.5,Grasp From Beyond,1,"[{""name"":""Grasp From Beyond"",""count"":1}]","[""Nerub-ar Palace""]",1458443
Norgramlol,Druid,1,2,0.5,Sticky Web,1,"[{""name"":""Sticky Web"",""count"":1}]","[""Nerub-ar Palace""]",3699930
Callmefreak,DemonHunter,1,2,0.5,Atomize,1,"[{""name"":""Atomize"",""count"":1}]","[""Manaforge Omega""]",4228326
Sternritters,Paladin,1,2,0.5,Scatterblast Canisters,1,"[{""name"":""Scatterblast Canisters"",""count"":1}]","[""Liberation of Undermine""]",9204468
Sscarecroww,Hunter,1,2,0.5,Writhing Wave,1,"[{""name"":""Writhing Wave"",""count"":1}]","[""Manaforge Omega""]",4713654
Eclipsä,Priest,8,17,0.47,Melee,2,"[{""name"":""Melee"",""count"":2},{""name"":""Venomous Lash"",""count"":1},{""name"":""Venomous Rain"",""count"":1}]","[""Nerub-ar Palace""]",10467772
Alexmae,Priest,35,76,0.46,Grand Finale,2,"[{""name"":""Grand Finale"",""count"":2},{""name"":""Cosmic Rip"",""count"":2},{""name"":""Voidwarding"",""count"":2}]","[""Manaforge Omega"",""Blackrock Depths"",""Liberation of Undermine"",""Nerub-ar Palace""]",364159573
Alexbuh,Hunter,40,88,0.45,Reckless Impact,7,"[{""name"":""Reckless Impact"",""count"":7},{""name"":""Tacky Burst"",""count"":3},{""name"":""Venom Nova"",""count"":3}]","[""Nerub-ar Palace"",""Amirdrassil, the Dream's Hope"",""Vault of the Incarnates""]",16829955
Fibres,Mage,24,53,0.45,Dying Flare,5,"[{""name"":""Dying Flare"",""count"":5},{""name"":""Blaze"",""count"":3},{""name"":""Venom Nova"",""count"":3}]","[""Nerub-ar Palace"",""Blackrock Depths""]",5835696
Fauxcoated,Monk,14,32,0.44,Crystalline Shockwave,4,"[{""name"":""Crystalline Shockwave"",""count"":4},{""name"":""Melee"",""count"":2},{""name"":""Photon Blast"",""count"":2}]","[""Vault of the Incarnates"",""Manaforge Omega""]",10816085
Zurco,Hunter,9,21,0.43,Blastburn Roarcannon,2,"[{""name"":""Blastburn Roarcannon"",""count"":2},{""name"":""Blaring Drop"",""count"":2},{""name"":""Earthshaker Gaol"",""count"":1}]","[""Liberation of Undermine""]",9040183
Stevefromhr,Druid,3,7,0.43,Flaming Tree,1,"[{""name"":""Flaming Tree"",""count"":1},{""name"":""Firestorm"",""count"":1},{""name"":""Swirling Firestorm"",""count"":1}]","[""Amirdrassil, the Dream's Hope""]",4836874
Mægizk,Mage,11,26,0.42,Blazing Seed,2,"[{""name"":""Blazing Seed"",""count"":2},{""name"":""Shatter"",""count"":2},{""name"":""Wildfire"",""count"":1}]","[""Aberrus, the Shadowed Crucible"",""Vault of the Incarnates"",""Amirdrassil, the Dream's Hope""]",4841157
Swanval,Hunter,11,26,0.42,Flame Waves,2,"[{""name"":""Flame Waves"",""count"":2},{""name"":""Burning Scales"",""count"":1},{""name"":""Entropic Barrage"",""count"":1}]","[""Amirdrassil, the Dream's Hope"",""Nerub-ar Palace""]",6950029
Ravenious,Hunter,14,34,0.41,Melee,3,"[{""name"":""Melee"",""count"":3},{""name"":""Burning Scales"",""count"":1},{""name"":""Gloom Hatchling"",""count"":1}]","[""Aberrus, the Shadowed Crucible"",""Nerub-ar Palace"",""Amirdrassil, the Dream's Hope"",""Vault of the Incarnates""]",5214880
Oceanblvd,Druid,6,15,0.4,Crystalline Shockwave,2,"[{""name"":""Crystalline Shockwave"",""count"":2},{""name"":""Scattered Payout"",""count"":1},{""name"":""Spirit Bomb"",""count"":1}]","[""Liberation of Undermine"",""Manaforge Omega""]",4735657
Krowniel,Hunter,2,5,0.4,Cataclysmic Entropy,1,"[{""name"":""Cataclysmic Entropy"",""count"":1},{""name"":""Atomized"",""count"":1}]","[""Nerub-ar Palace""]",2829081
Glerm,Hunter,2,5,0.4,Activate Inventions!,1,"[{""name"":""Activate Inventions!"",""count"":1},{""name"":""Sonic Ba-Boom"",""count"":1}]","[""Liberation of Undermine""]",5578984
Smonkste,Monk,56,145,0.39,Zagging Zizzler,6,"[{""name"":""Zagging Zizzler"",""count"":6},{""name"":""1500-Pound \\\""Dud\\\"""",""count"":5},{""name"":""Reaction Vapor"",""count"":3}]","[""Liberation of Undermine"",""Nerub-ar Palace""]",10359432
Blackóút,Shaman,3,8,0.38,Gallybux Finale Blast,1,"[{""name"":""Gallybux Finale Blast"",""count"":1},{""name"":""Zagging Zizzler"",""count"":1},{""name"":""Gatling Cannon"",""count"":1}]","[""Liberation of Undermine""]",5492530
Sansimilia,Paladin,3,8,0.38,Spike Eruption,1,"[{""name"":""Spike Eruption"",""count"":1},{""name"":""Reckless Impact"",""count"":1},{""name"":""Atomized"",""count"":1}]","[""Nerub-ar Palace""]",2947459
Sebsebblinks,Mage,3,8,0.38,Acrid Presence,2,"[{""name"":""Acrid Presence"",""count"":2},{""name"":""Corrosion"",""count"":1}]","[""Nerub-ar Palace""]",4723985
Snitchero,Rogue,3,8,0.38,Reaper,1,"[{""name"":""Reaper"",""count"":1},{""name"":""Devour"",""count"":1},{""name"":""Cataclysmic Entropy"",""count"":1}]","[""Nerub-ar Palace""]",3373373
Sigfox,Priest,3,8,0.38,Atomized,1,"[{""name"":""Atomized"",""count"":1},{""name"":""Seismic Upheaval"",""count"":1},{""name"":""Devour"",""count"":1}]","[""Nerub-ar Palace""]",3381502
