player_name,player_class,total_deaths,kills_tracked,deaths_per_kill,most_common_killing_blow,most_common_killing_blow_count,top_killing_blows_json,zones_died_in,last_death_timestamp_ms
Enjxi,DeathKnight,204,1,204.0,Reckless Impact,38,"[{""name"":""Reckless Impact"",""count"":38},{""name"":""Betrayal"",""count"":28},{""name"":""Reactive Froth"",""count"":17}]","[""Nerub-ar Palace""]",8291460
Olegrip,DeathKnight,36,1,36.0,Oblivion,14,"[{""name"":""Oblivion"",""count"":14},{""name"":""Melee"",""count"":6},{""name"":""Null Binding"",""count"":4}]","[""Manaforge Omega""]",6177582
Amzbot,DeathKnight,32,0,32.0,Venom Nova,3,"[{""name"":""Venom Nova"",""count"":3},{""name"":""Cataclysmic Entropy"",""count"":3},{""name"":""Melee"",""count"":3}]","[""Nerub-ar Palace""]",7407775
Lyonarise,Warrior,27,1,27.0,Null Binding,5,"[{""name"":""Null Binding"",""count"":5},{""name"":""Star Burst"",""count"":3},{""name"":""Melee"",""count"":3}]","[""Manaforge Omega""]",5909661
Delvur,Paladin,77,5,15.4,Canister Detonation,16,"[{""name"":""Canister Detonation"",""count"":16},{""name"":""Unstable Cluster Bomb"",""count"":8},{""name"":""Auto-Locking Cuff Bomb"",""count"":7}]","[""Liberation of Undermine"",""Manaforge Omega""]",5260332
Benspala,Paladin,30,2,15.0,Canister Detonation,4,"[{""name"":""Canister Detonation"",""count"":4},{""name"":""Toxic Waves"",""count"":4},{""name"":""Pay-Line"",""count"":3}]","[""Nerub-ar Palace"",""Liberation of Undermine""]",5260516
Milpojizzu,DeathKnight,26,2,13.0,Stars Collide,6,"[{""name"":""Stars Collide"",""count"":6},{""name"":""Tyranny"",""count"":4},{""name"":""Banishment"",""count"":2}]","[""Manaforge Omega""]",5879025
Overated,Paladin,13,0,13.0,Oblivion,7,"[{""name"":""Oblivion"",""count"":7},{""name"":""Devour"",""count"":2},{""name"":""Null Binding"",""count"":1}]","[""Manaforge Omega""]",6193403
Pirogochek,Monk,11,0,11.0,Canister Detonation,3,"[{""name"":""Canister Detonation"",""count"":3},{""name"":""Scatterblast Canisters"",""count"":2},{""name"":""Blast Burns"",""count"":1}]","[""Liberation of Undermine""]",3789304
Miaomiao,Monk,11,1,11.0,Oblivion,5,"[{""name"":""Oblivion"",""count"":5},{""name"":""Voidwarding"",""count"":2},{""name"":""Star Burst"",""count"":1}]","[""Manaforge Omega""]",5309698
Markerr,Druid,10,0,10.0,Zagging Zizzler,5,"[{""name"":""Zagging Zizzler"",""count"":5},{""name"":""Canister Detonation"",""count"":2},{""name"":""1500-Pound \\\""Dud\\\"""",""count"":1}]","[""Liberation of Undermine""]",3799934
Flaylock,Warlock,10,0,10.0,Paralyzing Waves,3,"[{""name"":""Paralyzing Waves"",""count"":3},{""name"":""Reaction Vapor"",""count"":2},{""name"":""Venom Nova"",""count"":1}]","[""Nerub-ar Palace""]",3401299
Anastherion,Mage,10,0,10.0,Canister Detonation,5,"[{""name"":""Canister Detonation"",""count"":5},{""name"":""Venting Heat"",""count"":1},{""name"":""Fused Canisters"",""count"":1}]","[""Liberation of Undermine""]",3809317
Olesmash,Warrior,10,0,10.0,Devour,2,"[{""name"":""Devour"",""count"":2},{""name"":""Oblivion"",""count"":2},{""name"":""Voidwarding"",""count"":2}]","[""Manaforge Omega""]",4102706
Tunaicecrëam,Warlock,18,2,9.0,Stars Collide,4,"[{""name"":""Stars Collide"",""count"":4},{""name"":""Melee"",""count"":2},{""name"":""Twilight Spikes"",""count"":2}]","[""Manaforge Omega""]",3824559
Deloop,Shaman,18,2,9.0,Stars Collide,6,"[{""name"":""Stars Collide"",""count"":6},{""name"":""Tyranny"",""count"":4},{""name"":""Twilight Spikes"",""count"":2}]","[""Manaforge Omega""]",4222481
Rosswl,Warlock,9,0,9.0,Shadowgate,5,"[{""name"":""Shadowgate"",""count"":5},{""name"":""Reactive Froth"",""count"":1},{""name"":""Radiating Gloom"",""count"":1}]","[""Nerub-ar Palace""]",4406053
Deadrasta,DeathKnight,9,0,9.0,Canister Detonation,2,"[{""name"":""Canister Detonation"",""count"":2},{""name"":""Giga Coils"",""count"":1},{""name"":""Scatterblast Canisters"",""count"":1}]","[""Liberation of Undermine""]",3549626
Swoltide,Shaman,15,2,7.5,Firewall,3,"[{""name"":""Firewall"",""count"":3},{""name"":""Dying Flare"",""count"":3},{""name"":""Blaze"",""count"":3}]","[""Blackrock Depths""]",5131473
Borpaspin,Shaman,49,7,7.0,Reactive Froth,6,"[{""name"":""Reactive Froth"",""count"":6},{""name"":""Web Blades"",""count"":6},{""name"":""Betrayal"",""count"":5}]","[""Nerub-ar Palace""]",7021425
Królu,Warlock,14,2,7.0,Dying Flare,3,"[{""name"":""Dying Flare"",""count"":3},{""name"":""Blaze"",""count"":3},{""name"":""Firewall"",""count"":3}]","[""Blackrock Depths""]",5334406
Holizer,Paladin,14,2,7.0,Blaze,3,"[{""name"":""Blaze"",""count"":3},{""name"":""Melee"",""count"":2},{""name"":""Scorching Wind"",""count"":2}]","[""Blackrock Depths""]",5335966
Ethernallol,Druid,7,0,7.0,Venomous Rain,2,"[{""name"":""Venomous Rain"",""count"":2},{""name"":""Reckless Impact"",""count"":2},{""name"":""Melee"",""count"":1}]","[""Nerub-ar Palace""]",5807803
Legpress,Warrior,7,0,7.0,Big Bad Buncha Bombs,2,"[{""name"":""Big Bad Buncha Bombs"",""count"":2},{""name"":""Juice It!"",""count"":2},{""name"":""Zagging Zizzler"",""count"":1}]","[""Liberation of Undermine""]",2910511
Floorpovjaz,DemonHunter,7,0,7.0,Canister Detonation,4,"[{""name"":""Canister Detonation"",""count"":4},{""name"":""Scatterblast Canisters"",""count"":1},{""name"":""Fused Canisters"",""count"":1}]","[""Liberation of Undermine""]",2910354
Sasuqt,Shaman,7,1,7.0,Venom Nova,2,"[{""name"":""Venom Nova"",""count"":2},{""name"":""Melee"",""count"":2},{""name"":""Reckless Impact"",""count"":1}]","[""Nerub-ar Palace""]",7697676
Oyder,Mage,307,45,6.82,Tyranny,30,"[{""name"":""Tyranny"",""count"":30},{""name"":""Oblivion"",""count"":29},{""name"":""Astral Surge"",""count"":20}]","[""Manaforge Omega""]",24950887
Lisicata,Druid,13,2,6.5,Scatterblast Canisters,5,"[{""name"":""Scatterblast Canisters"",""count"":5},{""name"":""Canister Detonation"",""count"":2},{""name"":""Blastburn Roarcannon"",""count"":2}]","[""Liberation of Undermine""]",8553449
Gnearning,Mage,13,2,6.5,Oblivion,5,"[{""name"":""Oblivion"",""count"":5},{""name"":""Cosmic Radiation"",""count"":2},{""name"":""Stellar Overload"",""count"":1}]","[""Manaforge Omega""]",3439462
Thehóff,Warrior,6,0,6.0,Poison Bolt,3,"[{""name"":""Poison Bolt"",""count"":3},{""name"":""Venomous Rain"",""count"":1},{""name"":""Piercing Strike"",""count"":1}]","[""Nerub-ar Palace""]",5805297
Ciapanqulo,DemonHunter,6,0,6.0,Melee,4,"[{""name"":""Melee"",""count"":4},{""name"":""Venomous Rain"",""count"":1},{""name"":""Piercing Strike"",""count"":1}]","[""Nerub-ar Palace""]",5794055
Завармаг,Mage,6,0,6.0,Reckless Impact,3,"[{""name"":""Reckless Impact"",""count"":3},{""name"":""Web Bomb"",""count"":2},{""name"":""Venomous Rain"",""count"":1}]","[""Nerub-ar Palace""]",5777566
Slotmachine,DeathKnight,6,0,6.0,Poison Bolt,5,"[{""name"":""Poison Bolt"",""count"":5},{""name"":""Melee"",""count"":1}]","[""Nerub-ar Palace""]",5799065
Kronkfar,Warrior,6,0,6.0,Reckless Impact,3,"[{""name"":""Reckless Impact"",""count"":3},{""name"":""Venomous Rain"",""count"":2},{""name"":""Poison Bolt"",""count"":1}]","[""Nerub-ar Palace""]",5784629
Holyflames,Priest,6,0,6.0,Canister Detonation,3,"[{""name"":""Canister Detonation"",""count"":3},{""name"":""1500-Pound \\\""Dud\\\"""",""count"":1},{""name"":""Venting Heat"",""count"":1}]","[""Liberation of Undermine""]",2882936
Wannerdk,DeathKnight,68,12,5.67,Poison Burst,15,"[{""name"":""Poison Burst"",""count"":15},{""name"":""Volatile Concoction"",""count"":11},{""name"":""Vile Discharge"",""count"":10}]","[""Nerub-ar Palace""]",21281113
Loknahar,Shaman,326,64,5.09,Reckless Impact,24,"[{""name"":""Reckless Impact"",""count"":24},{""name"":""Poison Burst"",""count"":18},{""name"":""Dark Viscera"",""count"":16}]","[""Liberation of Undermine"",""Nerub-ar Palace""]",21320218
Chikenplain,Shaman,10,2,5.0,Oblivion,3,"[{""name"":""Oblivion"",""count"":3},{""name"":""Dark Energy"",""count"":1},{""name"":""Stars Collide"",""count"":1}]","[""Manaforge Omega""]",4146367
Snich,Warrior,5,0,5.0,Reckless Impact,3,"[{""name"":""Reckless Impact"",""count"":3},{""name"":""Venomous Rain"",""count"":2}]","[""Nerub-ar Palace""]",5640966
Witheredrosê,DeathKnight,5,0,5.0,Venomous Rain,3,"[{""name"":""Venomous Rain"",""count"":3},{""name"":""Entropic Barrage"",""count"":1},{""name"":""Burrowed Eruption"",""count"":1}]","[""Nerub-ar Palace""]",5644087
Пигтрип,DeathKnight,5,0,5.0,Venomous Rain,3,"[{""name"":""Venomous Rain"",""count"":3},{""name"":""Entropic Webs"",""count"":1},{""name"":""Melee"",""count"":1}]","[""Nerub-ar Palace""]",5652666
Раннару,Paladin,5,0,5.0,Venomous Rain,2,"[{""name"":""Venomous Rain"",""count"":2},{""name"":""Burrowed Eruption"",""count"":2},{""name"":""Piercing Strike"",""count"":1}]","[""Nerub-ar Palace""]",5658530
Robmaster,Warrior,5,0,5.0,Acrid Presence,2,"[{""name"":""Acrid Presence"",""count"":2},{""name"":""Web Blades"",""count"":1},{""name"":""Reaction Vapor"",""count"":1}]","[""Nerub-ar Palace""]",7695712
Альшанди,Druid,5,0,5.0,Reckless Impact,4,"[{""name"":""Reckless Impact"",""count"":4},{""name"":""Venomous Rain"",""count"":1}]","[""Nerub-ar Palace""]",5640964
Talík,Rogue,5,0,5.0,Burrowed Eruption,2,"[{""name"":""Burrowed Eruption"",""count"":2},{""name"":""Melee"",""count"":1},{""name"":""Impaled"",""count"":1}]","[""Nerub-ar Palace""]",5643079
Glizzyrider,Monk,34,7,4.86,Double-Minded Fury,4,"[{""name"":""Double-Minded Fury"",""count"":4},{""name"":""Unstable Cluster Bomb"",""count"":4},{""name"":""Goblin-guided Rocket"",""count"":3}]","[""Liberation of Undermine""]",6208813
Tmi,Warlock,379,79,4.8,Oblivion,61,"[{""name"":""Oblivion"",""count"":61},{""name"":""Astral Surge"",""count"":24},{""name"":""Antimatter"",""count"":18}]","[""Manaforge Omega""]",24950889
Enjiedk,DeathKnight,316,68,4.65,Oblivion,31,"[{""name"":""Oblivion"",""count"":31},{""name"":""Astral Surge"",""count"":29},{""name"":""Melee"",""count"":22}]","[""Manaforge Omega"",""Liberation of Undermine""]",24950623
Piyan,Monk,204,45,4.53,Astral Surge,17,"[{""name"":""Astral Surge"",""count"":17},{""name"":""Melee"",""count"":15},{""name"":""Enraged Tantrum"",""count"":9}]","[""Manaforge Omega""]",11063372
Karllia,Hunter,263,63,4.17,Oblivion,46,"[{""name"":""Oblivion"",""count"":46},{""name"":""Devour"",""count"":21},{""name"":""Cosmic Radiation"",""count"":21}]","[""Manaforge Omega""]",25131936
Disorders,Warlock,399,99,4.03,Oblivion,48,"[{""name"":""Oblivion"",""count"":48},{""name"":""Astral Surge"",""count"":24},{""name"":""Cosmic Radiation"",""count"":18}]","[""Manaforge Omega""]",14830097
Katchi,Monk,16,4,4.0,Oblivion,4,"[{""name"":""Oblivion"",""count"":4},{""name"":""Gamma Burst"",""count"":3},{""name"":""Voidwarding"",""count"":2}]","[""Manaforge Omega""]",3810600
Ithassa,Priest,4,0,4.0,Venomous Rain,1,"[{""name"":""Venomous Rain"",""count"":1},{""name"":""Web Bomb"",""count"":1},{""name"":""Reckless Impact"",""count"":1}]","[""Nerub-ar Palace""]",1230111
Btrmage,Mage,4,0,4.0,Impaled,1,"[{""name"":""Impaled"",""count"":1},{""name"":""Venomous Rain"",""count"":1},{""name"":""Reckless Impact"",""count"":1}]","[""Nerub-ar Palace""]",1229495
Kaelinor,Mage,4,0,4.0,Venomous Rain,3,"[{""name"":""Venomous Rain"",""count"":3},{""name"":""Reckless Impact"",""count"":1}]","[""Nerub-ar Palace""]",1229494
Mätsu,DemonHunter,4,0,4.0,Venomous Rain,2,"[{""name"":""Venomous Rain"",""count"":2},{""name"":""Melee"",""count"":1},{""name"":""Burrowed Eruption"",""count"":1}]","[""Nerub-ar Palace""]",1222776
Krigarenandy,Warrior,4,0,4.0,Venomous Rain,2,"[{""name"":""Venomous Rain"",""count"":2},{""name"":""Poison Bolt"",""count"":1},{""name"":""Reckless Impact"",""count"":1}]","[""Nerub-ar Palace""]",1233511
Скорпих,Mage,4,0,4.0,Reckless Impact,2,"[{""name"":""Reckless Impact"",""count"":2},{""name"":""Reckless Charge"",""count"":1},{""name"":""Venomous Rain"",""count"":1}]","[""Nerub-ar Palace""]",5263061
Stunlock,Rogue,4,0,4.0,Venomous Rain,3,"[{""name"":""Venomous Rain"",""count"":3},{""name"":""Burrowed Eruption"",""count"":1}]","[""Nerub-ar Palace""]",4164006
Methlocke,Warlock,4,0,4.0,Reaction Vapor,2,"[{""name"":""Reaction Vapor"",""count"":2},{""name"":""Reactive Toxin"",""count"":1},{""name"":""Web Blades"",""count"":1}]","[""Nerub-ar Palace""]",7701725
Gétafíx,Shaman,4,0,4.0,Reckless Impact,3,"[{""name"":""Reckless Impact"",""count"":3},{""name"":""Melee"",""count"":1}]","[""Nerub-ar Palace""]",1222628
Kròpta,Shaman,4,1,4.0,Big Bad Buncha Bombs,2,"[{""name"":""Big Bad Buncha Bombs"",""count"":2},{""name"":""Shock Barrage"",""count"":1},{""name"":""Giga Coils"",""count"":1}]","[""Liberation of Undermine""]",4063341
Hinvis,Warlock,4,0,4.0,Reckless Impact,2,"[{""name"":""Reckless Impact"",""count"":2},{""name"":""Venomous Rain"",""count"":1},{""name"":""Burrowed Eruption"",""count"":1}]","[""Nerub-ar Palace""]",1222773
Hölïtä,Hunter,4,0,4.0,Venomous Rain,2,"[{""name"":""Venomous Rain"",""count"":2},{""name"":""Reckless Impact"",""count"":1},{""name"":""Burrowed Eruption"",""count"":1}]","[""Nerub-ar Palace""]",5263321
Ilovelatinas,Mage,4,0,4.0,Web Bomb,2,"[{""name"":""Web Bomb"",""count"":2},{""name"":""Burrowed Eruption"",""count"":1},{""name"":""Venomous Rain"",""count"":1}]","[""Nerub-ar Palace""]",1227747
Aelio,Shaman,4,0,4.0,Binding Webs,1,"[{""name"":""Binding Webs"",""count"":1},{""name"":""Impaled"",""count"":1},{""name"":""Poison Bolt"",""count"":1}]","[""Nerub-ar Palace""]",1242169
Akina,Monk,4,0,4.0,Reckless Impact,2,"[{""name"":""Reckless Impact"",""count"":2},{""name"":""Burrowed Eruption"",""count"":1},{""name"":""Venomous Rain"",""count"":1}]","[""Nerub-ar Palace""]",1222775
Stråkon,Paladin,4,0,4.0,Reckless Impact,3,"[{""name"":""Reckless Impact"",""count"":3},{""name"":""Venomous Rain"",""count"":1}]","[""Nerub-ar Palace""]",1222625
Paambnocilla,DemonHunter,4,0,4.0,Poison Bolt,2,"[{""name"":""Poison Bolt"",""count"":2},{""name"":""Burrowed Eruption"",""count"":1},{""name"":""Reckless Charge"",""count"":1}]","[""Nerub-ar Palace""]",1222774
Hikura,Priest,4,0,4.0,Reckless Impact,2,"[{""name"":""Reckless Impact"",""count"":2},{""name"":""Venomous Rain"",""count"":2}]","[""Nerub-ar Palace""]",1229493
Sillvermoon,Paladin,4,0,4.0,Reckless Impact,3,"[{""name"":""Reckless Impact"",""count"":3},{""name"":""Venomous Rain"",""count"":1}]","[""Nerub-ar Palace""]",5270339
Каринка,Shaman,4,0,4.0,Sapper's Satchel,1,"[{""name"":""Sapper's Satchel"",""count"":1},{""name"":""1500-Pound \\\""Dud\\\"""",""count"":1},{""name"":""Big Bad Buncha Bombs"",""count"":1}]","[""Liberation of Undermine""]",3802774
Chormar,Shaman,4,0,4.0,Melee,1,"[{""name"":""Melee"",""count"":1},{""name"":""Barbed Webs"",""count"":1},{""name"":""Venomous Rain"",""count"":1}]","[""Nerub-ar Palace""]",1229492
Kurathikai,Warrior,4,0,4.0,Venomous Rain,1,"[{""name"":""Venomous Rain"",""count"":1},{""name"":""Reckless Impact"",""count"":1},{""name"":""Burrowed Eruption"",""count"":1}]","[""Nerub-ar Palace""]",1222626
James,Evoker,4,0,4.0,Venom Nova,3,"[{""name"":""Venom Nova"",""count"":3},{""name"":""Acrid Presence"",""count"":1}]","[""Nerub-ar Palace""]",7697557
Djungelskog,Warlock,4,1,4.0,Firewall,1,"[{""name"":""Firewall"",""count"":1},{""name"":""Rockfall"",""count"":1},{""name"":""Scorching Wind"",""count"":1}]","[""Blackrock Depths""]",1957430
Fíeldmedíc,Shaman,4,0,4.0,Canister Detonation,2,"[{""name"":""Canister Detonation"",""count"":2},{""name"":""Suppression"",""count"":1},{""name"":""Zagging Zizzler"",""count"":1}]","[""Liberation of Undermine""]",2634281
Koriekin,Druid,203,52,3.9,Double-Minded Fury,17,"[{""name"":""Double-Minded Fury"",""count"":17},{""name"":""Unstable Cluster Bomb"",""count"":17},{""name"":""Canister Detonation"",""count"":14}]","[""Liberation of Undermine""]",7873838
Garsias,Shaman,537,145,3.7,Oblivion,55,"[{""name"":""Oblivion"",""count"":55},{""name"":""Tyranny"",""count"":26},{""name"":""Astral Surge"",""count"":24}]","[""Manaforge Omega"",""VS / DR / MQD""]",25130919
Svenoz,Hunter,11,3,3.67,Searing Sparks,2,"[{""name"":""Searing Sparks"",""count"":2},{""name"":""Thundering Impact"",""count"":2},{""name"":""Heart Stopper"",""count"":1}]","[""Amirdrassil, the Dream's Hope""]",5477890
Krepowl,Druid,11,3,3.67,Melee,2,"[{""name"":""Melee"",""count"":2},{""name"":""The Recycler"",""count"":1},{""name"":""Hot Garbage"",""count"":1}]","[""Liberation of Undermine""]",9172128
Spêctrum,Warlock,11,3,3.67,Thundering Impact,2,"[{""name"":""Thundering Impact"",""count"":2},{""name"":""Piercing Torment"",""count"":2},{""name"":""Vital Rupture"",""count"":1}]","[""Amirdrassil, the Dream's Hope""]",5527960
