player_name,player_class,role,primary_spec,encounter_id,boss_name,zone_name,difficulty,difficulty_label,kills_on_boss,avg_throughput_per_second,best_throughput_per_second,latest_throughput_per_second,throughput_trend,avg_rank_percent,best_rank_percent,avg_item_level,first_kill_date,latest_kill_date
Looziner,Warlock,dps,Destruction,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,1,795373,795373,795373,null,49.0,49.0,629.0,2024-10-30,2024-10-30
Gigasaga,DemonHunter,dps,Havoc,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,1,792249,792249,792249,null,68.0,68.0,614.0,2024-11-03,2024-11-03
Hobbyalkis,Rogue,dps,Assassination,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,3,789072,896438,896162,13.6,84.0,95.0,602.3,2024-09-11,2024-09-18
Arolie,Paladin,dps,Retribution,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,4,788732,1279258,1279258,62.2,65.3,95.0,611.3,2024-09-15,2024-11-03
Rorovoker,Evoker,dps,Devastation,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,2,778691,778811,778571,0.0,86.0,86.0,599.0,2024-09-18,2024-09-18
Pistachios,Monk,dps,Windwalker,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,2,767012,887560,887560,15.7,70.0,77.0,596.0,2024-09-15,2024-11-03
Clomp,Mage,dps,Arcane,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,3,765220,839744,839744,9.7,87.0,89.0,595.3,2024-09-11,2024-09-18
Sebaheoung,Warlock,dps,Demonology,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,2,761870,865263,865263,13.6,93.5,94.0,608.5,2024-09-15,2024-10-02
Файрин,Mage,dps,Arcane,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,1,747950,747950,747950,null,42.0,42.0,614.0,2024-10-30,2024-10-30
Eruptshooter,Hunter,dps,BeastMastery,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,3,720312,822616,822616,14.2,55.3,63.0,604.3,2024-09-18,2024-11-03
Harrowmount,Monk,dps,Windwalker,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,1,718546,718546,718546,null,60.0,60.0,598.0,2024-09-29,2024-09-29
Rightairpod,Mage,dps,Arcane,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,3,718471,818672,818672,13.9,67.0,83.0,600.3,2024-09-11,2024-09-18
Loknahar,Shaman,dps,Elemental,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,1,706791,706791,706791,null,61.0,61.0,599.0,2024-10-02,2024-10-02
Larssondk,DeathKnight,dps,Frost,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,1,704938,704938,704938,null,92.0,92.0,590.0,2024-09-11,2024-09-11
Sebsebblinks,Mage,dps,Frost,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,1,702707,702707,702707,null,55.0,55.0,614.0,2024-11-03,2024-11-03
Gigacodders,DemonHunter,dps,Havoc,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,1,696712,696712,696712,null,93.0,93.0,595.0,2024-09-11,2024-09-11
Ollieyay,DeathKnight,dps,Frost,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,3,693659,949358,415481,-40.1,68.3,97.0,596.3,2024-09-11,2024-09-18
Timed,Rogue,dps,Assassination,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,1,688430,688430,688430,null,84.0,84.0,593.0,2024-09-11,2024-09-11
Starson,Hunter,dps,Survival,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,1,686329,686329,686329,null,30.0,30.0,606.0,2024-10-30,2024-10-30
Dzx,DeathKnight,dps,Frost,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,1,685732,685732,685732,null,54.0,54.0,610.0,2024-10-30,2024-10-30
Needsedative,Hunter,dps,Survival,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,1,685153,685153,685153,null,30.0,30.0,611.0,2024-10-30,2024-10-30
Yearning,Monk,dps,Windwalker,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,5,681716,822747,822747,20.7,67.6,83.0,605.8,2024-09-11,2024-10-02
Happylazyguy,Hunter,dps,BeastMastery,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,1,676638,676638,676638,null,33.0,33.0,608.0,2024-10-30,2024-10-30
Dragondsnuts,Evoker,dps,Devastation,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,2,670765,904648,904648,34.9,60.5,86.0,606.5,2024-09-15,2024-11-03
Refas,DemonHunter,dps,Havoc,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,1,666546,666546,666546,null,45.0,45.0,609.0,2024-10-30,2024-10-30
Cherven,DeathKnight,dps,Unholy,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,1,665518,665518,665518,null,83.0,83.0,602.0,2024-09-15,2024-09-15
Kolofwtias,Mage,dps,Arcane,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,1,658347,658347,658347,null,62.0,62.0,602.0,2024-09-17,2024-09-17
Yearningwar,Warrior,dps,Arms,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,2,657662,716128,716128,8.9,57.0,65.0,589.5,2024-09-15,2024-09-29
Mirh,Warrior,dps,Fury,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,1,651528,651528,651528,null,63.0,63.0,610.0,2024-09-25,2024-09-25
Iustitiæ,Warrior,dps,Fury,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,3,650014,701726,624255,-4.0,70.0,84.0,599.0,2024-09-11,2024-09-18
Nibånå,Mage,dps,Arcane,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,1,649462,649462,649462,null,60.0,60.0,590.0,2024-09-17,2024-09-17
Elviscacha,Mage,dps,Frost,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,1,648422,648422,648422,null,38.0,38.0,605.0,2024-10-30,2024-10-30
Doslashi,DemonHunter,dps,Havoc,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,1,648380,648380,648380,null,61.0,61.0,604.0,2024-10-02,2024-10-02
Hides,Rogue,dps,Assassination,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,3,644442,963613,187698,-70.9,66.0,97.0,604.7,2024-09-15,2024-09-29
Socialqs,Paladin,dps,Retribution,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,2,640913,652705,629121,-1.8,54.5,63.0,599.0,2024-09-18,2024-09-29
Monsterkuk,DemonHunter,dps,Havoc,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,3,637840,648242,648242,1.6,74.3,86.0,600.7,2024-09-15,2024-09-29
Horticulture,Druid,dps,Balance,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,1,626006,626006,626006,null,65.0,65.0,590.0,2024-09-22,2024-09-22
Director,Mage,dps,Arcane,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,1,621177,621177,621177,null,37.0,37.0,580.0,2024-09-29,2024-09-29
Dagger,Rogue,dps,Assassination,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,1,611348,611348,611348,null,70.0,70.0,584.0,2024-09-15,2024-09-15
Serthorn,Warrior,dps,Arms,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,1,608154,608154,608154,null,34.0,34.0,599.0,2024-09-29,2024-09-29
Temra,Warlock,dps,Demonology,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,2,600705,637011,637011,6.0,53.5,62.0,576.5,2024-09-22,2024-09-29
Tichonus,Monk,dps,Windwalker,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,1,591904,591904,591904,null,66.0,66.0,602.0,2024-09-15,2024-09-15
Corpor,Mage,dps,Frost,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,1,587201,587201,587201,null,30.0,30.0,609.0,2024-10-30,2024-10-30
Lazajin,Warlock,dps,Affliction,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,2,586037,679912,679912,16.0,51.5,74.0,598.0,2024-09-11,2024-09-15
Smanste,Rogue,dps,Assassination,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,1,583478,583478,583478,null,50.0,50.0,608.0,2024-09-18,2024-09-18
Swanval,Hunter,dps,Survival,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,1,582111,582111,582111,null,49.0,49.0,585.0,2024-09-11,2024-09-11
Alturiak,Shaman,dps,Elemental,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,1,572827,572827,572827,null,34.0,34.0,609.0,2024-10-30,2024-10-30
Doomslinger,DemonHunter,dps,Havoc,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,1,559413,559413,559413,null,33.0,33.0,615.0,2024-10-30,2024-10-30
Mikec,Hunter,dps,BeastMastery,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,1,557896,557896,557896,null,44.0,44.0,584.0,2024-09-17,2024-09-17
Ravenious,Hunter,dps,Marksmanship,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,1,555226,555226,555226,null,46.0,46.0,604.0,2024-09-22,2024-09-22
Girlypop,Shaman,dps,Elemental,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,2,548143,573155,573155,4.6,56.0,57.0,585.5,2024-09-15,2024-09-18
Linirune,DeathKnight,dps,Frost,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,2,544645,628574,628574,15.4,41.5,55.0,591.0,2024-09-29,2024-10-02
Jointsuckerr,Shaman,dps,Elemental,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,1,544310,544310,544310,null,62.0,62.0,599.0,2024-09-15,2024-09-15
Popelindavii,Priest,dps,Shadow,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,3,540120,823648,823648,52.5,45.0,81.0,602.7,2024-09-15,2024-09-29
Ðaruniah,DeathKnight,dps,Frost,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,1,537413,537413,537413,null,60.0,60.0,593.0,2024-09-17,2024-09-17
Ínflámes,Shaman,dps,Enhancement,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,3,530298,813487,813487,53.4,47.7,76.0,605.3,2024-09-15,2024-09-29
Catfisting,DeathKnight,dps,Frost,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,1,525679,525679,525679,null,37.0,37.0,588.0,2024-10-02,2024-10-02
Krowniel,Hunter,dps,Marksmanship,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,1,525257,525257,525257,null,22.0,22.0,618.0,2024-10-30,2024-10-30
Meowdyqt,Warrior,dps,Fury,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,3,523884,890354,890354,70.0,49.0,90.0,605.7,2024-09-15,2024-09-29
Keeksa,DemonHunter,dps,Havoc,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,2,521573,562369,562369,7.8,48.5,49.0,607.0,2024-09-22,2024-09-29
Snowjobx,Mage,dps,Frost,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,1,516875,516875,516875,null,20.0,20.0,620.0,2024-10-30,2024-10-30
Tharack,Warlock,dps,Destruction,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,1,516624,516624,516624,null,68.0,68.0,598.0,2024-09-17,2024-09-17
Yearningdh,DemonHunter,dps,Havoc,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,1,514389,514389,514389,null,54.0,54.0,596.0,2024-09-22,2024-09-22
Vaporize,Mage,dps,Frost,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,1,513517,513517,513517,null,20.0,20.0,612.0,2024-10-30,2024-10-30
Hässle,Warrior,dps,Fury,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,1,498515,498515,498515,null,29.0,29.0,586.0,2024-09-29,2024-09-29
Hidrolasa,Hunter,dps,BeastMastery,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,1,482729,482729,482729,null,29.0,29.0,588.0,2024-09-17,2024-09-17
Skyhanter,DemonHunter,dps,Havoc,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,1,474486,474486,474486,null,57.0,57.0,601.0,2024-09-15,2024-09-15
Lyoncursed,Warrior,dps,Fury,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,2,472418,797718,147118,-68.9,50.5,94.0,595.0,2024-09-15,2024-09-22
Gerloth,Warrior,dps,Fury,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,1,456304,456304,456304,null,34.0,34.0,601.0,2024-09-17,2024-09-17
Bamoo,Druid,dps,Balance,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,2,452038,480981,480981,6.4,26.5,28.0,581.5,2024-09-22,2024-09-29
Nobinminge,Warrior,dps,Fury,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,2,429361,799330,799330,86.2,39.5,78.0,602.0,2024-09-29,2024-10-02
Pattern,Warlock,dps,Destruction,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,1,424062,424062,424062,null,10.0,10.0,590.0,2024-11-03,2024-11-03
Cromagee,Mage,dps,Arcane,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,1,423926,423926,423926,null,19.0,19.0,579.0,2024-09-17,2024-09-17
Thaien,Paladin,dps,Retribution,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,1,410009,410009,410009,null,13.0,13.0,612.0,2024-10-30,2024-10-30
Sansimilia,Paladin,dps,Retribution,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,1,385023,385023,385023,null,11.0,11.0,605.0,2024-10-30,2024-10-30
Wanners,DemonHunter,dps,Havoc,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,1,383619,383619,383619,null,36.0,36.0,581.0,2024-09-15,2024-09-15
Snitchero,Rogue,dps,Assassination,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,1,368987,368987,368987,null,9.0,9.0,608.0,2024-10-30,2024-10-30
Bileplume,Rogue,dps,Assassination,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,2,347922,555323,555323,59.6,19.0,30.0,601.5,2024-09-15,2024-10-02
Reminiscence,DeathKnight,dps,Frost,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,2,261456,428880,428880,64.0,13.5,23.0,582.0,2024-09-22,2024-10-02
Maawong,Hunter,dps,Marksmanship,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,2,248977,432780,432780,73.8,11.0,22.0,604.0,2024-09-15,2024-09-18
Momomaximus,Warrior,dps,Fury,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,2,209214,418428,0,-100.0,15.0,30.0,581.5,2024-09-15,2024-11-03
Yearningdru,Druid,dps,Balance,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,1,204817,204817,204817,null,3.0,3.0,597.0,2024-11-03,2024-11-03
Roumpel,Warrior,dps,Fury,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,1,171098,171098,171098,null,10.0,10.0,600.0,2024-09-17,2024-09-17
Wiskers,DeathKnight,dps,Unholy,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,1,146737,146737,146737,null,4.0,4.0,607.0,2024-09-29,2024-09-29
Boomdoctor,DeathKnight,dps,Frost,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,1,135430,135430,135430,null,6.0,6.0,613.0,2024-09-29,2024-09-29
Smonkste,Monk,dps,Windwalker,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,1,125135,125135,125135,null,3.0,3.0,603.0,2024-09-29,2024-09-29
Malloc,DemonHunter,dps,Havoc,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,1,110912,110912,387440,null,6.0,6.0,598.0,2024-09-15,2024-09-15
Womblorm,Warrior,dps,Fury,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,1,96326,96326,96326,null,3.0,3.0,595.0,2024-09-29,2024-09-29
Xpactt,Mage,dps,Frost,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,1,72651,72651,72651,null,2.0,2.0,594.0,2024-09-17,2024-09-17
Juodoji,Hunter,dps,Marksmanship,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,1,0,0,0,null,0.0,0.0,null,2024-09-17,2024-09-17
Yevoo,Monk,healer,Mistweaver,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,1,239325,239325,239325,null,88.0,88.0,594.0,2024-11-03,2024-11-03
Neyaara,Paladin,healer,Holy,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,3,217497,266972,266972,22.7,98.0,99.0,601.0,2024-09-11,2024-09-18
Cuddles,Priest,healer,Discipline,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,2,193006,220113,220113,14.0,87.0,96.0,607.0,2024-09-29,2024-10-02
Tyseras,Priest,healer,Discipline,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,1,150234,150234,150234,null,51.0,51.0,612.0,2024-10-30,2024-10-30
Dribblering,Evoker,healer,Preservation,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,1,131427,131427,131427,null,96.0,96.0,575.0,2024-09-15,2024-09-15
Peevoke,Evoker,healer,Preservation,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,2,120567,145734,95401,-20.9,89.0,96.0,579.0,2024-09-22,2024-09-29
Yuzira,Druid,healer,Restoration,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,1,119017,119017,119017,null,91.0,91.0,627.0,2024-10-30,2024-10-30
Peeheal,Priest,healer,Discipline,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,1,111642,111642,111642,null,47.0,47.0,583.0,2024-09-15,2024-09-15
Labyrìnth,Monk,healer,Mistweaver,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,1,106952,106952,106952,null,78.0,78.0,607.0,2024-09-29,2024-09-29
Satelit,Paladin,healer,Holy,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,1,91535,91535,91535,null,66.0,66.0,596.0,2024-09-29,2024-09-29
Meleepriest,Priest,healer,Holy,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,1,85945,85945,85945,null,72.0,72.0,619.0,2024-10-30,2024-10-30
Bigboiples,Druid,healer,Restoration,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,3,83826,104498,1183358,1311.7,88.7,97.0,593.7,2024-09-11,2024-09-18
Momobami,Priest,healer,Holy,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,3,76776,85644,85644,11.6,86.7,91.0,596.3,2024-09-11,2024-09-18
Fruitgum,Shaman,healer,Restoration,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,1,74542,74542,74542,null,71.0,71.0,599.0,2024-09-29,2024-09-29
Fallingmonk,Monk,healer,Mistweaver,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,2,70093,70431,69756,-0.5,63.5,68.0,585.0,2024-09-15,2024-09-22
Eclipsä,Priest,healer,Holy,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,1,63164,63164,63164,null,79.0,79.0,605.0,2024-09-22,2024-09-22
Alexmae,Priest,healer,Holy,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,2,50929,58176,58176,14.2,69.5,75.0,592.0,2024-09-15,2024-09-18
Sigfox,Priest,healer,Discipline,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,1,50845,50845,50845,null,6.0,6.0,616.0,2024-10-30,2024-10-30
Sophiemae,Priest,healer,Holy,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,3,50649,79886,79886,57.7,60.0,83.0,584.7,2024-09-15,2024-09-29
Willowwisp,Druid,healer,Restoration,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,5,50482,109901,67299,33.3,54.8,97.0,604.4,2024-09-11,2024-11-03
Magicwingers,Evoker,healer,Preservation,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,5,41815,67296,67296,60.9,42.4,65.0,607.4,2024-09-11,2024-11-03
Superfan,Shaman,healer,Restoration,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,1,39396,39396,39396,null,58.0,58.0,588.0,2024-09-15,2024-09-15
Rorovoker,Evoker,healer,Preservation,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,1,33259,33259,778571,null,37.0,37.0,581.0,2024-09-17,2024-09-17
Kazak,Evoker,healer,Preservation,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,1,31842,31842,31842,null,35.0,35.0,581.0,2024-09-17,2024-09-17
Malmohus,Shaman,healer,Restoration,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,1,30390,30390,30390,null,42.0,42.0,605.0,2024-09-25,2024-09-25
Waterfalls,Shaman,healer,Restoration,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,3,28646,40085,40085,39.9,40.3,45.0,587.0,2024-09-15,2024-09-29
Grogoordin,Druid,healer,Restoration,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,1,28557,28557,28557,null,44.0,44.0,564.0,2024-09-17,2024-09-17
Bii,Priest,healer,Holy,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,2,19843,27942,27942,40.8,17.0,28.0,603.5,2024-09-18,2024-10-02
Stanzance,Shaman,healer,Restoration,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,1,9894,9894,9894,null,23.0,23.0,603.0,2024-09-17,2024-09-17
Jujubrew,Monk,tank,Brewmaster,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,1,526540,526540,526540,null,85.0,85.0,614.0,2024-10-30,2024-10-30
Kræft,DemonHunter,tank,Vengeance,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,1,498135,498135,498135,null,87.0,87.0,611.0,2024-10-30,2024-10-30
Leanus,Druid,tank,Guardian,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,3,437953,494599,494599,12.9,90.3,92.0,604.0,2024-09-15,2024-11-03
Ollieyay,DeathKnight,tank,Blood,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,1,415481,415481,415481,null,87.0,87.0,615.0,2024-10-02,2024-10-02
Appletiser,Druid,tank,Guardian,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,1,402104,402104,402104,null,81.0,81.0,596.0,2024-09-29,2024-09-29
Getfresh,Warrior,tank,Protection,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,3,397356,433742,433742,9.2,89.0,93.0,605.3,2024-09-15,2024-09-18
Malloc,DemonHunter,tank,Vengeance,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,1,387440,387440,387440,null,80.0,80.0,611.0,2024-09-29,2024-09-29
Lenus,DemonHunter,tank,Vengeance,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,3,385777,389204,389204,0.9,90.7,94.0,602.3,2024-09-11,2024-09-18
Freshrune,DeathKnight,tank,Blood,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,2,358303,378134,378134,5.5,87.0,88.0,595.0,2024-09-11,2024-09-18
Roejogan,Warrior,tank,Protection,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,2,335301,366851,366851,9.4,73.0,73.0,603.5,2024-09-15,2024-09-29
Ærra,DemonHunter,tank,Vengeance,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,1,330282,330282,330282,null,74.0,74.0,599.0,2024-09-25,2024-09-25
Lúcífér,DeathKnight,tank,Blood,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,4,308964,462553,462553,49.7,56.5,84.0,610.3,2024-09-15,2024-11-03
Benjydk,DeathKnight,tank,Blood,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,1,301095,301095,301095,null,64.0,64.0,598.0,2024-09-25,2024-09-25
Serthorn,Warrior,tank,Protection,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,1,300610,300610,608154,null,61.0,61.0,594.0,2024-09-22,2024-09-22
Dhnelf,DemonHunter,tank,Vengeance,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,1,236457,236457,236457,null,47.0,47.0,573.0,2024-09-17,2024-09-17
Hrøøthgar,Warrior,tank,Protection,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,1,205358,205358,205358,null,21.0,21.0,586.0,2024-09-17,2024-09-17
Yakkun,Warrior,tank,Protection,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,3,Normal,1,195755,195755,195755,null,11.0,11.0,592.0,2024-10-02,2024-10-02
Enjiie,DemonHunter,dps,Havoc,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,4,Heroic,1,1544550,1544550,1544550,null,95.0,95.0,635.0,2024-12-29,2024-12-29
Anunak,Monk,dps,Windwalker,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,4,Heroic,1,1307738,1307738,1307738,null,75.0,75.0,636.0,2025-01-13,2025-01-13
Wanchan,Mage,dps,Frost,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,4,Heroic,7,1213898,1595322,1595322,31.4,93.4,97.0,624.0,2024-09-23,2024-12-29
Pouflepalouf,Paladin,dps,Retribution,2920,Nexus-Princess Ky'veza,Nerub-ar Palace,4,Heroic,1,1210580,1210580,1210580,null,61.0,61.0,626.0,2025-01-13,2025-01-13
