player_name,player_class,realm,role,primary_spec,kills_tracked,avg_throughput_per_second,best_throughput_per_second,avg_rank_percent,best_rank_percent,avg_item_level,last_seen_date
Ollieyay,DeathKnight,TwistingNether,tank,Blood,11,323743,548832,67.2,92.0,576.6,2024-10-02
Medoyssa,DemonHunter,Stormscale,tank,Vengeance,2,314547,376114,15.5,16.0,618.0,2025-01-13
Serthorn,Warrior,Wildhammer,tank,Protection,12,297636,363627,35.9,61.0,594.0,2024-09-22
Mashin,Druid,TwistingNether,tank,Guardian,29,276975,912657,74.0,95.0,376.6,2025-03-23
Benjydk,DeathKnight,BronzeDragonflight,tank,Blood,8,275382,390667,42.3,65.0,598.0,2024-09-25
Eutsí,Druid,Stormreaver,tank,Guardian,1,266672,266672,76.0,76.0,594.0,2024-09-17
Hrøøthgar,Warrior,Madmortem,tank,Protection,5,259329,291262,26.6,34.0,586.0,2024-09-17
Dhnelf,DemonHunter,Kazzak,tank,Vengeance,5,247677,347460,34.2,63.0,571.8,2024-09-17
Lúcífér,DeathKnight,TwistingNether,tank,Blood,72,247298,551282,54.8,90.0,555.7,2024-11-03
Yakkun,Warrior,Sanguino,tank,Protection,8,219545,290159,10.4,30.0,591.6,2024-10-02
Lyonprison,DemonHunter,TwistingNether,tank,Vengeance,24,196660,407842,84.7,94.0,517.1,2024-06-12
Crobäk,Warrior,Hyjal,tank,Protection,1,190243,190243,15.0,15.0,589.0,2024-09-17
Deredeemer,Paladin,TwistingNether,tank,Protection,15,174768,432754,31.5,56.0,485.2,2024-11-24
Agronak,DeathKnight,Kazzak,tank,Blood,9,155754,187273,97.0,99.0,487.0,2024-01-24
Apocryphâ,DeathKnight,TwistingNether,tank,Blood,22,153639,203858,66.9,94.0,506.7,2024-05-08
Johnwoman,DemonHunter,TwistingNether,tank,Vengeance,1,138723,138723,88.0,88.0,484.0,2023-12-27
Lucyinder,Monk,TwistingNether,tank,Brewmaster,48,119156,313885,49.9,89.0,493.2,2024-06-19
Fruitbar,DemonHunter,Kazzak,tank,Vengeance,6,107297,118100,74.0,87.0,484.0,2024-01-24
Leanus,Druid,TwistingNether,tank,Guardian,521,99349,2596220,78.1,99.0,308.1,2025-08-31
Errorzone,DemonHunter,TwistingNether,tank,Vengeance,3,94499,98189,42.7,53.0,469.0,2024-01-07
Lyonbloody,DeathKnight,TwistingNether,tank,Blood,1,94130,94130,16.0,16.0,484.0,2024-05-29
Fauxcoated,Monk,TwistingNether,tank,Brewmaster,7,87921,180088,45.6,59.0,476.9,2024-04-29
Paramedics,Paladin,TwistingNether,tank,Protection,93,82312,139034,55.5,95.0,471.1,2024-03-04
Freshkick,Monk,TwistingNether,tank,Brewmaster,5,74568,93850,25.4,39.0,462.2,2024-01-07
Icantseehelp,DemonHunter,TwistingNether,tank,Vengeance,1,68677,68677,23.0,23.0,465.0,2023-11-27
Freshrune,DeathKnight,TwistingNether,tank,Blood,506,63824,835643,60.8,99.0,376.8,2024-11-25
Benswarrior,Warrior,Kazzak,tank,Protection,4,62084,101698,92.3,97.0,418.3,2023-03-06
Olliejay,Paladin,TwistingNether,tank,Protection,7,58686,80143,47.4,69.0,446.4,2024-01-07
Thezex,DemonHunter,Dentarg,tank,Vengeance,1,56171,56171,15.0,15.0,464.0,2023-11-21
Darkthundér,Druid,Ragnaros,tank,Guardian,9,49579,71467,79.2,91.0,431.0,2023-06-04
Matlockbath,Monk,TwistingNether,tank,Brewmaster,6,45648,75800,51.5,72.0,417.2,2023-03-08
Wwollveriine,Druid,Aggra(Português),tank,Guardian,9,45361,80489,13.4,28.0,459.0,2024-01-24
Karllia,DemonHunter,ArgentDawn,tank,Vengeance,8,42462,67184,66.6,96.0,273.0,2026-04-08
Bensmonk,Monk,Kazzak,tank,Brewmaster,11,39790,95311,69.8,99.0,357.1,2023-04-25
Alanori,Paladin,Frostwolf,tank,Protection,1,39362,39362,75.0,75.0,418.0,2023-04-19
Tycia,DemonHunter,Blackhand,tank,Vengeance,1,37012,37012,74.0,74.0,419.0,2023-04-19
Jadsrune,DeathKnight,TwistingNether,tank,Blood,55,31433,49163,48.5,98.0,264.0,2026-04-22
Freshdemon,DemonHunter,TwistingNether,tank,Vengeance,11,31067,48310,33.0,48.0,393.1,2023-05-28
Bigboiples,Druid,TwistingNether,tank,Guardian,11,28115,56976,76.1,96.0,394.2,2023-01-22
Orcgasmíc,DeathKnight,TwistingNether,tank,Blood,10,13854,16820,85.2,98.0,298.0,2022-09-12
Darkibdk,DeathKnight,TarrenMill,tank,Blood,10,13061,23906,71.8,93.0,299.0,2022-09-14
Phylactery,DeathKnight,TwistingNether,tank,Blood,3,10040,10093,1.0,2.0,369.0,2023-01-22
Escdk,DeathKnight,Kazzak,tank,Blood,1,8919,8919,82.0,82.0,296.0,2022-08-29
Kaelnys,Paladin,TarrenMill,tank,Protection,1,4899,4899,31.0,31.0,246.0,2021-12-08
Loafulevil,Warrior,TwistingNether,tank,Protection,8,4613,6666,82.9,92.0,240.5,2021-09-12
Rainasu,DemonHunter,TwistingNether,tank,Vengeance,60,4395,44175,44.1,98.0,225.7,2022-12-14
Mechanose,DeathKnight,TwistingNether,tank,Blood,9,3925,5639,4.7,8.0,284.6,2022-08-31
Jexalikon,Druid,Blackhand,tank,Guardian,1,3742,3742,58.0,58.0,229.0,2021-09-03
Redglaive,DemonHunter,BurningLegion,tank,Vengeance,1,3433,3433,59.0,59.0,230.0,2021-09-03
Avop,Paladin,Stormreaver,tank,Protection,1,3330,3330,22.0,22.0,238.0,2021-09-03
Gummy,Druid,TwistingNether,tank,Guardian,7,2981,3351,93.1,97.0,219.0,2021-04-14
Eloodh,DemonHunter,TwistingNether,tank,Vengeance,33,2955,8643,27.0,77.0,229.4,2022-08-24
Olixbear,Druid,TwistingNether,tank,Guardian,66,2928,6588,44.5,92.0,236.2,2021-09-06
Inthemud,Monk,TwistingNether,tank,Brewmaster,15,2906,4098,81.7,95.0,219.1,2021-03-14
Roamonk,Monk,TwistingNether,tank,Brewmaster,14,2898,5245,58.6,90.0,228.9,2021-09-13
Retball,Paladin,TwistingNether,tank,Protection,15,2864,3788,66.2,89.0,224.9,2021-07-12
Palaktank,Paladin,Ysondre,tank,Protection,4,2747,6907,1.0,1.0,461.0,2024-01-24
Majjin,DeathKnight,Blackhand,tank,Blood,1,2581,2581,40.0,40.0,235.0,2021-08-08
Hotulolz,Druid,Blackrock,tank,Guardian,3,2375,2822,13.7,19.0,221.0,2021-09-03
Zerodrama,Warrior,TwistingNether,tank,Protection,9,2303,3440,30.2,68.0,237.4,2022-03-02
Cryptod,DeathKnight,TwistingNether,tank,Blood,4,2206,2706,44.5,58.0,231.3,2021-08-29
Akurai,DemonHunter,Kazzak,tank,Vengeance,1,2131,2131,88.0,88.0,215.0,2021-03-07
Dancebear,Druid,TwistingNether,tank,Guardian,7,2025,3018,54.1,80.0,213.0,2021-03-12
Olixbrew,Monk,TwistingNether,tank,Brewmaster,10,1980,2453,16.8,41.0,213.6,2021-08-10
Phrenetic,Monk,Aggra(Português),tank,Brewmaster,1,1966,1966,5.0,5.0,226.0,2021-09-03
Bashin,Warrior,TwistingNether,tank,Protection,106,1923,3132,42.8,93.0,211.4,2021-04-05
Wackya,Warrior,TwistingNether,tank,Protection,4,1912,2383,20.5,31.0,208.0,2021-03-21
Turbolinus,DeathKnight,TwistingNether,tank,Blood,3,1867,2075,14.0,19.0,211.0,2021-08-29
Artegos,Paladin,Blackrock,tank,Protection,1,1833,1833,50.0,50.0,244.0,2021-08-08
Gadokan,Warrior,Kazzak,tank,Protection,1,1824,1824,9.0,9.0,246.0,2021-09-03
Trapszo,Warrior,Kazzak,tank,Protection,7,1798,2551,28.6,50.0,211.9,2021-03-28
Ironskín,DeathKnight,Frostwolf,tank,Blood,1,1789,1789,80.0,80.0,214.0,2021-02-07
Sophiebae,Monk,TwistingNether,tank,Brewmaster,15,1736,2239,10.0,17.0,217.5,2021-09-02
Deadstripper,DeathKnight,TwistingNether,tank,Blood,18,1729,2312,41.9,71.0,213.7,2021-02-21
Raidbuff,DemonHunter,TwistingNether,tank,Vengeance,2,1729,1729,7.0,7.0,199.0,2021-03-14
Gigasaga,DemonHunter,TwistingNether,tank,Vengeance,14,1710,2463,16.0,27.0,204.2,2021-03-07
Peeporagin,Warrior,TwistingNether,tank,Protection,10,1706,2810,10.6,27.0,202.4,2021-09-02
Jumanji,Druid,Lightning'sBlade,tank,Guardian,2,1684,1685,64.0,64.0,216.0,2021-03-21
Cutiefoxxo,DeathKnight,TwistingNether,tank,Blood,10,1684,2277,60.7,76.0,204.0,2021-01-31
Slemsäck,DeathKnight,Frostmane,tank,Blood,3,1657,2366,20.7,35.0,206.0,2021-04-04
Blackmont,Druid,Hyjal,tank,Guardian,1,1625,1625,41.0,41.0,215.0,2021-04-04
Misakî,Paladin,Hyjal,tank,Protection,10,1499,2107,3.7,7.0,221.1,2021-08-10
Daddytintin,DemonHunter,TarrenMill,tank,Vengeance,2,1495,1502,18.5,36.0,194.0,2021-04-11
Olvotol,DemonHunter,Draenor,tank,Vengeance,3,1399,1888,4.0,4.0,188.7,2021-04-14
Рельтон,DeathKnight,СвежевательДуш,tank,Blood,4,1236,1395,21.3,35.0,210.0,2021-02-07
Camp,DeathKnight,Thrall,tank,Blood,1,1219,1219,19.0,19.0,208.0,2021-04-18
Злопамятство,DemonHunter,Ревущийфьорд,tank,Vengeance,5,1022,1269,7.4,15.0,187.2,2021-03-25
Bammies,Paladin,TwistingNether,tank,Protection,1,699,699,1.0,1.0,164.0,2021-04-18
Socktardruid,Druid,Blackhand,tank,Guardian,9,150,311,0.1,1.0,null,2024-01-24
Ruè,DemonHunter,TarrenMill,tank,Vengeance,7,null,null,null,null,474.4,2023-12-27
