player_name,player_class,realm,role,primary_spec,kills_tracked,avg_throughput_per_second,best_throughput_per_second,avg_rank_percent,best_rank_percent,avg_item_level,last_seen_date
Spruutpess,Monk,TwistingNether,dps,Windwalker,18,59602,97511,26.1,53.0,419.8,2023-06-04
Alexmae,Priest,TwistingNether,dps,Shadow,12,59091,73533,46.7,67.0,395.1,2023-05-28
Blems,Warlock,TwistingNether,dps,Destruction,33,57743,117812,72.6,92.0,358.6,2023-07-05
Gkotwo,DeathKnight,TwistingNether,dps,Frost,1,57726,57726,0.0,0.0,592.0,2024-09-17
Nippodh,DemonHunter,Blackhand,dps,Havoc,9,56878,128257,8.7,33.0,468.0,2024-01-24
Galieal,Hunter,TwistingNether,dps,BeastMastery,8,56322,91724,5.0,8.0,435.3,2023-12-27
Fiakos,Paladin,Hyjal,dps,Retribution,1,55880,55880,1.0,1.0,592.0,2024-09-17
Aznack,Warrior,Ravencrest,dps,Fury,9,53392,153037,6.7,18.0,482.0,2024-01-24
Rôwelly,Priest,TarrenMill,dps,Shadow,8,51774,110187,67.5,81.0,386.1,2023-02-26
Sandwiches,Hunter,TwistingNether,dps,BeastMastery,90,51303,118500,49.5,97.0,396.8,2023-04-19
Manualdaniel,Priest,TwistingNether,dps,Shadow,9,51092,64505,25.7,40.0,414.0,2023-06-04
Brovlov,Paladin,TwistingNether,dps,Retribution,19,50444,74905,14.7,28.0,419.8,2023-06-04
Momojadsie,Priest,TwistingNether,dps,Shadow,1,50324,50324,14.0,14.0,421.0,2023-06-04
Megon,Evoker,TwistingNether,dps,Devastation,9,49906,60979,20.6,28.0,402.3,2023-05-28
Kubgnome,Warrior,TwistingNether,dps,Fury,11,49763,67436,18.5,27.0,409.8,2023-05-28
Châmpion,Paladin,TwistingNether,dps,Retribution,9,49687,67669,13.4,20.0,419.0,2023-05-28
Oxogravy,Mage,TwistingNether,dps,Arcane,33,49222,78961,13.0,37.0,415.9,2023-05-29
Bubbet,Priest,TwistingNether,dps,Shadow,9,48978,82046,20.7,38.0,413.0,2023-05-28
Yolt,Hunter,TwistingNether,dps,Marksmanship,66,47588,120126,47.1,92.0,350.7,2023-05-28
Yevie,Priest,TwistingNether,dps,Shadow,71,46072,125643,56.2,93.0,238.6,2026-04-22
Thype,Mage,Ravencrest,dps,Frost,7,45962,61587,40.4,60.0,236.0,2026-03-18
Gigasaga,DemonHunter,TwistingNether,dps,Havoc,292,45528,1230608,54.7,99.0,267.7,2024-11-03
Badassgal,DemonHunter,TwistingNether,dps,Havoc,31,44509,182365,39.5,80.0,296.2,2023-12-10
Evail,Druid,Doomhammer,dps,Feral,8,40653,74262,45.3,60.0,394.0,2023-02-26
Swol,Rogue,TwistingNether,dps,Outlaw,3,40116,41714,21.3,34.0,381.7,2023-01-22
Palashiivax,Paladin,Blackhand,dps,Retribution,9,39799,168154,5.1,22.0,462.3,2024-01-24
Gethuvet,Warlock,Kazzak,dps,Affliction,1,39134,39134,17.0,17.0,380.0,2023-04-19
Wolfdk,DeathKnight,Blackmoore,dps,Unholy,2,38962,41178,31.0,31.0,168.0,2026-01-26
Murette,Rogue,Ragnaros,dps,Outlaw,1,38466,38466,21.0,21.0,420.0,2023-04-19
Gfuelracecar,Warlock,TwistingNether,dps,Destruction,15,38348,67965,34.6,85.0,361.1,2023-05-28
Hughmin,Hunter,ArgentDawn,dps,BeastMastery,8,37963,37963,59.0,59.0,169.0,2026-01-26
Sterlingdual,Druid,TwistingNether,dps,Balance,7,37288,87316,72.3,90.0,350.7,2022-12-18
Scarlët,Warrior,TwistingNether,dps,Fury,39,37017,91101,43.3,89.0,382.2,2023-01-01
Dracussi,Evoker,TwistingNether,dps,Devastation,16,36676,79360,55.1,82.0,386.1,2023-01-01
Beé,Warlock,TwistingNether,dps,Destruction,2,36294,48598,23.5,38.0,394.0,2023-01-22
Larssonock,Warlock,TwistingNether,dps,Affliction,76,32957,114008,46.9,88.0,299.3,2023-05-24
Arctix,Mage,Twilight'sHammer,dps,Frost,8,32673,42704,36.5,50.0,385.5,2023-02-26
Biwwy,Rogue,TarrenMill,dps,Assassination,8,32281,44554,18.1,31.0,369.6,2023-01-01
Zerodrama,Warrior,TwistingNether,dps,Fury,162,29429,165023,74.9,99.0,306.1,2023-06-04
Roapriest,Priest,TwistingNether,dps,Shadow,105,29302,116398,54.4,99.0,295.3,2023-07-17
Wavoldo,DemonHunter,TwistingNether,dps,Havoc,7,28857,54771,15.7,31.0,379.0,2022-12-19
Garsias,Shaman,TarrenMill,dps,Elemental,1,28824,28824,18.0,18.0,166.0,2026-02-02
Cándamir,Evoker,TwistingNether,dps,Devastation,9,27619,38596,5.2,9.0,405.3,2023-05-21
Хироси,Hunter,Корольлич,dps,BeastMastery,1,24231,24231,17.0,17.0,158.0,2026-01-26
Xorianna,Warrior,Ysondre,dps,Fury,8,23195,35119,17.8,34.0,386.3,2023-02-26
Drainer,Warrior,TwistingNether,dps,Fury,8,22982,56336,14.5,43.0,383.5,2023-01-01
Zelphîr,Warrior,Hyjal,dps,Arms,1,22477,22477,0.0,0.0,551.0,2024-09-17
Zinsimps,Warlock,TarrenMill,dps,Demonology,10,22167,41498,72.4,91.0,301.0,2022-09-14
Vannaheim,Paladin,TwistingNether,dps,Retribution,10,21711,28175,87.7,98.0,294.9,2022-09-12
Ricktion,Druid,Silvermoon,dps,Balance,1,21485,21485,5.0,5.0,348.0,2023-04-19
Zixty,DemonHunter,Kazzak,dps,Havoc,12,20909,33283,92.7,99.0,295.3,2022-08-29
Chikenplain,Shaman,Nagrand,dps,Elemental,2,20855,23596,7.0,9.0,154.0,2026-01-26
Ghostsnvodka,Warlock,TarrenMill,dps,Demonology,10,20715,34496,68.2,88.0,296.0,2022-09-14
Màze,DemonHunter,Blackrock,dps,Havoc,2,20596,27517,12.0,15.0,150.5,2026-01-26
Lilmeowdy,Rogue,TarrenMill,dps,Outlaw,9,20417,30419,82.9,90.0,299.0,2022-09-14
Roydel,Monk,TarrenMill,dps,Windwalker,10,20258,34219,86.0,92.0,300.0,2022-09-14
Pirateclanz,Rogue,TwistingNether,dps,Subtlety,5,19639,34217,34.4,55.0,311.8,2023-01-22
Dhallé,DemonHunter,TwistingNether,dps,Havoc,11,19223,27658,79.5,97.0,294.5,2022-09-12
Flamegrinder,Mage,TwistingNether,dps,Fire,21,19055,27752,17.5,40.0,370.3,2022-12-21
Bobstrap,Hunter,TarrenMill,dps,Survival,10,18963,28852,71.3,81.0,299.0,2022-09-14
Sprutpess,Hunter,TwistingNether,dps,Survival,11,18104,30290,58.1,85.0,293.6,2022-08-17
Escdk,DeathKnight,Kazzak,dps,Frost,1,18062,18062,97.0,97.0,295.0,2022-08-15
Nohunter,Hunter,TwistingNether,dps,Marksmanship,40,18035,39111,72.1,97.0,296.4,2022-09-14
Biffneet,Shaman,TwistingNether,dps,Elemental,1,17763,17763,90.0,90.0,293.0,2022-08-15
Ancva,Shaman,ChamberofAspects,dps,Enhancement,6,17493,27277,5.7,12.0,376.7,2023-02-26
Peearrino,Warrior,TwistingNether,dps,Arms,11,17443,24219,64.2,86.0,296.8,2022-09-12
Roague,Rogue,TwistingNether,dps,Outlaw,58,17011,65193,55.7,98.0,278.7,2023-02-26
Gedva,Priest,TarrenMill,dps,Shadow,10,16424,32631,61.4,86.0,298.0,2022-09-14
Djungelskog,Warlock,TwistingNether,dps,Destruction,1,16348,16348,null,null,509.0,2024-10-27
Shakkie,DeathKnight,Stormreaver,dps,Unholy,2,16300,24012,54.0,97.0,254.0,2022-02-25
Whitewôlf,Hunter,TwistingNether,dps,Marksmanship,9,15913,25214,54.7,90.0,296.0,2022-09-12
Thèlyssa,Hunter,TarrenMill,dps,BeastMastery,10,15264,26251,57.2,79.0,294.0,2022-09-14
Dialla,Priest,TwistingNether,dps,Shadow,10,15144,20896,47.4,62.0,282.0,2022-09-12
Rîme,DeathKnight,TwistingNether,dps,Frost,8,14779,20813,81.5,99.0,274.8,2022-04-27
Nightshard,Warlock,TwistingNether,dps,Affliction,9,14691,56483,2.8,6.0,416.0,2024-01-24
Zixdh,DemonHunter,Kazzak,dps,Havoc,2,14654,15420,81.5,93.0,254.0,2022-02-25
Shocksalot,Shaman,TwistingNether,dps,Elemental,10,14415,21845,47.2,86.0,298.0,2022-09-12
Zixw,Warrior,Kazzak,dps,Fury,2,14070,17537,89.5,91.0,263.0,2022-05-16
Escm,Monk,Kazzak,dps,Windwalker,3,13779,24099,80.7,96.0,251.0,2022-03-07
Lightfootdk,DeathKnight,TwistingNether,dps,Frost,2,13510,15915,77.0,82.0,273.5,2022-04-20
Malee,DemonHunter,Draenor,dps,Havoc,19,13233,27290,43.6,79.0,294.9,2022-08-31
Nodestro,Warlock,TwistingNether,dps,Destruction,9,13225,20748,45.0,73.0,273.1,2022-08-24
Haliya,Hunter,TwistingNether,dps,Survival,2,13079,13848,78.0,87.0,274.5,2022-08-15
Solatwohole,Druid,Draenor,dps,Balance,2,13013,14971,70.5,75.0,255.0,2022-02-25
Skuggarn,Rogue,TwistingNether,dps,Outlaw,1,12894,12894,25.0,25.0,268.0,2022-09-12
Coodyy,Druid,Magtheridon,dps,Affliction,2,12833,14374,54.5,85.0,257.5,2022-04-13
Xenakaa,DemonHunter,Hyjal,dps,Havoc,1,12751,12751,98.0,98.0,244.0,2021-08-10
Foxythefox,Warlock,TarrenMill,dps,Demonology,1,12636,12636,45.0,45.0,300.0,2022-09-14
Gatekeep,Hunter,TwistingNether,dps,Marksmanship,3,12443,16065,52.3,76.0,266.3,2022-05-11
Alexiamae,DeathKnight,TwistingNether,dps,Unholy,1,11898,11898,36.0,36.0,266.0,2022-05-02
Rosslock,Warlock,TarrenMill,dps,Demonology,6,11797,27507,91.0,99.0,241.8,2022-02-25
Xariall,Druid,TarrenMill,dps,Balance,2,11646,13825,49.0,64.0,254.5,2022-02-25
Stealtmanste,Rogue,TwistingNether,dps,Assassination,3,11641,18182,63.0,97.0,245.3,2021-09-15
Shálle,Shaman,TwistingNether,dps,Enhancement,1,11635,11635,97.0,97.0,272.0,2022-05-16
Escw,Warrior,Kazzak,dps,Arms,1,11574,11574,76.0,76.0,252.0,2021-12-08
Ellude,Mage,TwistingNether,dps,Fire,97,11547,26286,85.5,99.0,266.1,2022-05-02
Noscopar,Hunter,TwistingNether,dps,Survival,1,11539,11539,48.0,48.0,269.0,2022-05-16
Kurev,Mage,TwistingNether,dps,Frost,3,11475,15340,92.3,97.0,248.3,2021-09-15
Thelix,Rogue,Eredar,dps,Assassination,1,11421,11421,52.0,52.0,241.0,2021-09-03
Goretit,Rogue,TwistingNether,dps,Outlaw,10,11402,18657,14.9,42.0,278.3,2022-09-12
Decksham,Shaman,TwistingNether,dps,Enhancement,25,11327,18055,53.4,97.0,268.8,2022-05-11
Mayaler,Druid,Draenor,dps,Balance,2,11229,12255,49.0,50.0,254.0,2022-02-25
Pewedw,Warrior,TwistingNether,dps,Fury,50,11155,19998,62.4,98.0,267.6,2022-04-18
Pewedp,Paladin,TwistingNether,dps,Retribution,15,11127,18047,56.7,89.0,271.1,2022-05-16
Elfeyes,Hunter,TwistingNether,dps,Marksmanship,136,10728,32782,64.9,99.0,261.4,2022-08-22
Kasbaar,Mage,Stormscale,dps,Fire,1,10638,10638,87.0,87.0,254.0,2021-12-08
Hungovered,Druid,Kazzak,dps,Balance,1,10595,10595,98.0,98.0,242.0,2021-08-15
Bibsw,Warrior,Draenor,dps,Fury,2,10364,10434,26.5,27.0,250.0,2022-02-25
Gnearning,Mage,TwistingNether,dps,Arcane,2,10316,14328,3.0,4.0,144.0,2026-02-02
Sprutpiss,Warrior,TwistingNether,dps,Arms,102,10168,17627,61.6,97.0,266.1,2022-05-23
Fluupòvó,Druid,Kazzak,dps,Balance,1,9910,9910,94.0,94.0,245.0,2021-09-03
Durmadena,Rogue,TwistingNether,dps,Assassination,1,9900,9900,33.0,33.0,243.0,2021-09-03
Eirwynzure,Druid,TwistingNether,dps,Balance,217,9726,26076,83.1,99.0,248.8,2022-04-06
Zrenak,Shaman,TwistingNether,dps,Enhancement,65,9700,21186,66.5,97.0,259.3,2022-03-30
Mistífy,Rogue,TwistingNether,dps,Subtlety,16,9667,16322,46.8,87.0,244.1,2021-12-08
Moodzarela,Mage,TwistingNether,dps,Frost,3,9363,13609,65.3,90.0,245.0,2021-08-23
Coody,Mage,TarrenMill,dps,Fire,24,9153,21895,93.1,100.0,236.2,2022-04-13
Mikeoxlonger,Shaman,TwistingNether,dps,Elemental,1,8929,8929,18.0,18.0,272.0,2022-05-23
Nartz,Monk,Sen'jin,dps,Windwalker,2,8924,10175,88.5,97.0,246.0,2021-09-12
Roukaarnaage,Druid,TwistingNether,dps,Balance,10,8852,15566,9.7,22.0,274.6,2022-08-17
Eludemage,Mage,TwistingNether,dps,Frost,17,8848,13449,55.4,95.0,245.3,2022-03-02
Mahá,Rogue,Frostwolf,dps,Assassination,8,8826,14602,95.9,97.0,245.0,2021-08-10
Prínny,Priest,TarrenMill,dps,Shadow,5,8563,10158,94.4,98.0,246.0,2021-09-02
Tám,Hunter,TwistingNether,dps,Marksmanship,30,8484,16559,71.1,99.0,259.5,2022-03-16
Grets,Warlock,TwistingNether,dps,Demonology,198,8448,22190,67.6,98.0,241.7,2022-04-06
Bughar,Warlock,Draenor,dps,Demonology,4,8446,9643,96.3,99.0,244.0,2021-08-15
Roamage,Mage,TwistingNether,dps,Frost,49,8404,28962,51.0,96.0,239.7,2022-09-12
Nizw,Warrior,Ragnaros,dps,Arms,1,8375,8375,88.0,88.0,256.0,2022-02-22
Sonotori,Mage,TwistingNether,dps,Frost,2,8347,9022,82.0,88.0,249.0,2021-11-08
Cementstuck,Paladin,TwistingNether,dps,Retribution,1,8232,8232,24.0,24.0,286.0,2022-08-29
Azalyss,Mage,Zul'jin,dps,Frost,2,8195,8773,85.0,89.0,245.0,2021-09-03
Norowar,Warrior,Draenor,dps,Arms,2,8190,9720,91.5,93.0,248.0,2021-09-12
Celestias,Mage,TwistingNether,dps,Frost,9,8056,12005,50.9,84.0,242.8,2021-09-08
Kobrakai,DemonHunter,Pozzodell'Eternità,dps,Havoc,1,8041,8041,75.0,75.0,245.0,2021-09-12
Âxolotl,Hunter,Blackmoore,dps,BeastMastery,2,8019,8090,92.0,93.0,242.0,2021-09-02
Faelith,Rogue,Pozzodell'Eternità,dps,Subtlety,2,7888,7959,53.0,62.0,242.0,2021-09-12
Momobamie,Hunter,TwistingNether,dps,BeastMastery,31,7855,19453,27.6,81.0,244.0,2022-09-14
Elfesteem,Mage,TwistingNether,dps,Frost,19,7833,19534,19.6,61.0,284.7,2022-08-31
Azrolock,Warlock,Hyjal,dps,Destruction,8,7812,12128,72.3,84.0,244.0,2021-09-12
Mysticfister,Monk,Xavius,dps,Windwalker,1,7750,7750,40.0,40.0,233.0,2021-09-03
Neøn,DemonHunter,Draenor,dps,Havoc,1,7740,7740,93.0,93.0,242.0,2021-08-15
Kàî,Druid,Kazzak,dps,Balance,6,7659,11334,84.2,97.0,244.0,2021-08-10
Piitxu,Hunter,Sanguino,dps,BeastMastery,3,7610,9051,55.3,77.0,237.7,2021-09-03
Sonotoori,Priest,Draenor,dps,Shadow,2,7527,7635,80.5,81.0,234.0,2021-08-15
Bexx,Druid,TwistingNether,dps,Balance,126,7502,19137,64.9,99.0,239.0,2021-12-08
Rheziexo,Priest,TwistingNether,dps,Shadow,20,7457,16793,48.2,94.0,234.6,2021-09-06
Loafulevil,Warrior,TwistingNether,dps,Arms,30,7344,12169,23.0,71.0,242.1,2021-11-01
Shiffo,Monk,Draenor,dps,Windwalker,1,7286,7286,90.0,90.0,243.0,2021-08-15
Phazex,Rogue,TwistingNether,dps,Assassination,14,7228,12887,76.2,97.0,230.0,2021-07-21
Bubblesan,Paladin,Thrall,dps,Retribution,9,7153,24035,1.1,2.0,479.0,2024-01-24
Lickprick,Warrior,TwistingNether,dps,Arms,101,7106,14505,49.6,91.0,242.1,2021-11-01
Madox,Priest,Blackrock,dps,Shadow,8,7088,10835,75.8,85.0,227.0,2021-09-02
Proxíngs,Hunter,Draenor,dps,Marksmanship,10,7011,9466,87.6,97.0,233.9,2021-08-15
Kitademon,DemonHunter,TwistingNether,dps,Havoc,56,6955,13321,65.3,97.0,236.6,2021-08-23
Beandanger,Warrior,Kazzak,dps,Fury,1,6919,6919,30.0,30.0,248.0,2021-09-03
Eliyu,Priest,TarrenMill,dps,Shadow,2,6864,8588,92.5,98.0,224.0,2021-03-12
Nûcleôz,Mage,Blackrock,dps,Frost,1,6850,6850,82.0,82.0,241.0,2021-09-02
Zinnee,Warlock,Draenor,dps,Demonology,10,6820,10265,79.6,92.0,238.0,2021-08-15
Meircur,DeathKnight,Archimonde,dps,Frost,1,6817,6817,90.0,90.0,246.0,2021-09-03
Nénja,Rogue,TwistingNether,dps,Subtlety,3,6740,9775,10.3,23.0,244.0,2021-08-30
Narzial,Mage,Blackmoore,dps,Frost,2,6654,7042,79.5,85.0,241.0,2021-09-02
Solesga,Druid,Kazzak,dps,Feral,2,6652,6740,37.5,45.0,246.0,2021-09-12
Retball,Paladin,TwistingNether,dps,Retribution,234,6632,19406,80.0,99.0,232.5,2022-08-22
Zcampbell,Monk,TwistingNether,dps,Windwalker,11,6625,8889,32.0,76.0,242.1,2021-09-22
Imnotjeff,Rogue,Kazzak,dps,Outlaw,2,6607,6791,81.5,83.0,240.0,2021-08-15
Vahynman,Druid,Blackrock,dps,Balance,2,6501,7049,94.0,98.0,218.0,2021-03-12
Benspriest,Priest,Draenor,dps,Shadow,5,6495,8876,99.0,99.0,226.0,2021-03-25
Aderie,DemonHunter,Kazzak,dps,Havoc,2,6462,6571,38.0,40.0,243.0,2021-09-12
Kirasagi,Druid,TarrenMill,dps,Feral,1,6368,6368,80.0,80.0,243.0,2021-09-02
Cryptod,DeathKnight,TwistingNether,dps,Unholy,10,6356,20033,39.7,58.0,233.8,2022-04-27
Slitz,Warlock,Frostwolf,dps,Destruction,8,6311,10551,73.4,89.0,236.0,2021-08-10
Karîna,Priest,Uldum,dps,Shadow,3,6306,7147,73.7,75.0,245.0,2021-09-02
Plowdog,Hunter,TwistingNether,dps,Survival,21,6300,13431,31.0,72.0,230.0,2021-11-08
Dadrok,DeathKnight,Blackhand,dps,Unholy,1,6261,6261,66.0,66.0,241.0,2021-08-10
Psei,Priest,Thrall,dps,Shadow,1,6185,6185,86.0,86.0,241.0,2021-08-10
Prîsane,Rogue,TwistingNether,dps,Subtlety,26,6161,10870,36.8,79.0,236.1,2021-08-04
Emmié,DeathKnight,Kazzak,dps,Frost,2,6160,6160,80.0,80.0,227.0,2021-07-12
Jodz,Hunter,TwistingNether,dps,Marksmanship,2,6154,6155,86.0,86.0,223.0,2021-03-21
Rangefreak,Hunter,TwistingNether,dps,BeastMastery,1,6150,6150,66.0,66.0,236.0,2021-08-10
Elood,Hunter,TwistingNether,dps,Marksmanship,78,6143,27104,43.0,89.0,227.8,2022-08-17
Nikka,Mage,Thrall,dps,Frost,1,6133,6133,68.0,68.0,236.0,2021-08-10
Elifluff,Shaman,Draenor,dps,Elemental,10,6104,13072,68.9,98.0,237.6,2021-08-10
Freshrune,DeathKnight,TwistingNether,dps,Unholy,45,6100,12464,46.2,88.0,235.6,2021-09-13
Spagot,Mage,TwistingNether,dps,Fire,25,6049,12932,48.0,77.0,229.0,2021-09-13
Kitasun,Rogue,TwistingNether,dps,Subtlety,35,6013,9554,37.1,91.0,232.3,2022-03-16
Sanziós,Mage,Blackmoore,dps,Frost,2,5987,5989,81.0,81.0,217.0,2021-03-21
Raborum,Warlock,Ragnaros,dps,Destruction,2,5941,5941,75.0,75.0,226.0,2021-07-12
Thallise,Mage,Kazzak,dps,Fire,2,5923,6021,91.5,95.0,219.0,2021-03-12
Kassawinn,Mage,Draenor,dps,Frost,2,5888,7251,88.0,90.0,241.0,2021-09-02
Zhy,Mage,Hyjal,dps,Frost,2,5880,6623,91.5,93.0,218.0,2021-03-12
Misume,Priest,Draenor,dps,Shadow,15,5859,7428,94.0,99.0,223.3,2021-03-07
Brandonka,Paladin,Drak'thul,dps,Retribution,3,5852,6453,65.0,82.0,241.7,2021-08-15
Fenra,Shaman,Draenor,dps,Enhancement,2,5799,6523,91.0,96.0,238.0,2021-08-10
Páwnz,DeathKnight,Thrall,dps,Unholy,4,5784,6447,33.5,72.0,240.3,2021-09-03
Magícfingers,Mage,TwistingNether,dps,Fire,85,5757,11041,25.4,78.0,235.7,2022-02-22
Bearbobo,Druid,TwistingNether,dps,Balance,3,5715,7270,9.7,15.0,239.0,2021-08-30
Pomprik,Warlock,TwistingNether,dps,Destruction,27,5712,9530,40.5,81.0,228.4,2021-08-09
Peelune,Druid,TwistingNether,dps,Balance,1,5668,5668,4.0,4.0,267.0,2022-05-16
Gabyhe,DemonHunter,Hyjal,dps,Havoc,2,5558,6480,91.0,92.0,222.0,2021-03-12
Barbossa,DemonHunter,Blade'sEdge,dps,Havoc,6,5489,8919,24.5,48.0,232.0,2021-09-12
Bîî,Shaman,TarrenMill,dps,Elemental,5,5486,7836,56.2,65.0,227.0,2021-07-14
