player_name,player_class,total_deaths,kills_tracked,deaths_per_kill,most_common_killing_blow,most_common_killing_blow_count,zones_died_in,last_death_timestamp_ms
Keeksa,DemonHunter,30,32,0.94,Acrid Presence,3,"[""Nerub-ar Palace""]",10011349
Cassettes,Warlock,15,16,0.94,Scatterblast Canisters,4,"[""Liberation of Undermine""]",11378419
Roropriest,Priest,37,40,0.93,Unstable Cluster Bomb,4,"[""Liberation of Undermine""]",10429267
Momomaximus,Warrior,13,14,0.93,Shatter Existence,2,"[""Nerub-ar Palace""]",4705120
Cuddles,Priest,69,76,0.91,Venom Nova,5,"[""Vault of the Incarnates"",""Amirdrassil, the Dream's Hope"",""Liberation of Undermine"",""Nerub-ar Palace""]",10443410
Mægiisk,Shaman,21,23,0.91,Time-Release Crackle,4,"[""Nerub-ar Palace"",""Liberation of Undermine""]",5843947
Larssonadin,Paladin,93,104,0.89,Melee,10,"[""Amirdrassil, the Dream's Hope"",""Vault of the Incarnates"",""Liberation of Undermine"",""Blackrock Depths"",""Aberrus, the Shadowed Crucible""]",11374515
Endeering,Hunter,8,9,0.89,Piercing Torment,1,"[""Amirdrassil, the Dream's Hope""]",4838470
Yoro,Warlock,14,16,0.88,Discarded Doomsplosive,4,"[""Liberation of Undermine""]",5695672
Shrekhulk,Warrior,7,8,0.88,Big Bad Buncha Bombs,1,"[""Liberation of Undermine""]",6175304
Gan,Mage,7,8,0.88,Zagging Zizzler,2,"[""Liberation of Undermine""]",4925083
Yearningwar,Warrior,38,44,0.86,Reckless Impact,4,"[""Nerub-ar Palace"",""Liberation of Undermine""]",10409388
Frenzyy,Druid,17,20,0.85,Polarized Catastro-Blast,5,"[""Amirdrassil, the Dream's Hope"",""Liberation of Undermine""]",10290360
Ollieyay,DeathKnight,250,304,0.82,Melee,20,"[""Nerub-ar Palace"",""Liberation of Undermine"",""Vault of the Incarnates"",""Aberrus, the Shadowed Crucible"",""Amirdrassil, the Dream's Hope""]",19514149
Labyrìnth,Monk,28,34,0.82,Venom Nova,3,"[""Nerub-ar Palace""]",10210688
Lubrikator,Warlock,208,256,0.81,Melee,19,"[""Vault of the Incarnates"",""Aberrus, the Shadowed Crucible"",""Nerub-ar Palace"",""Amirdrassil, the Dream's Hope""]",21317235
Detective,Hunter,17,21,0.81,Time-Release Crackle,2,"[""Liberation of Undermine""]",6175307
Fallingmonk,Monk,16,20,0.8,Melee,4,"[""Nerub-ar Palace""]",8957111
Yearningsson,Monk,8,10,0.8,Blastburn Roarcannon,3,"[""Liberation of Undermine""]",8898269
Pohjolashm,Shaman,4,5,0.8,Scatterblast Canisters,3,"[""Liberation of Undermine""]",5170561
Monsterkuk,DemonHunter,57,73,0.78,Melee,7,"[""Blackrock Depths"",""Nerub-ar Palace"",""Manaforge Omega"",""Liberation of Undermine"",""Amirdrassil, the Dream's Hope""]",10000322
Obsessing,DeathKnight,7,9,0.78,Shadowflame Fissures,1,"[""Aberrus, the Shadowed Crucible""]",4615201
Timed,Rogue,7,9,0.78,Melee,1,"[""Nerub-ar Palace""]",7820659
Roejogan,Warrior,16,21,0.76,Melee,4,"[""Nerub-ar Palace""]",9737264
Evestirwin,DemonHunter,33,44,0.75,Melee,4,"[""Vault of the Incarnates"",""Liberation of Undermine""]",9783093
Trndrr,Priest,6,8,0.75,Scatterblast Canisters,2,"[""Liberation of Undermine""]",4046057
Churraky,Hunter,3,4,0.75,Crystalline Shockwave,1,"[""Manaforge Omega""]",3333551
Pellebiskop,Priest,3,4,0.75,Resonant Echoes,1,"[""Liberation of Undermine""]",3210466
Benshot,Hunter,3,4,0.75,Unstable Essence,1,"[""Aberrus, the Shadowed Crucible""]",3562809
Wakaberry,Druid,3,4,0.75,Spinneret's Strands,1,"[""Nerub-ar Palace""]",9359814
Tiskonlone,Shaman,3,4,0.75,Acid Pools,2,"[""Nerub-ar Palace""]",9342889
Wooze,Warrior,3,4,0.75,Spinneret's Strands,2,"[""Nerub-ar Palace""]",9635739
Hides,Rogue,40,55,0.73,Melee,3,"[""Liberation of Undermine"",""Manaforge Omega"",""Nerub-ar Palace""]",9990312
Maawong,Hunter,13,18,0.72,Atomized,2,"[""Nerub-ar Palace""]",364158114
Arolie,Paladin,39,55,0.71,Melee,3,"[""Nerub-ar Palace""]",363898212
Benfarmer,Druid,5,7,0.71,Gatling Cannon,2,"[""Liberation of Undermine""]",4027917
Hanjuo,Monk,5,7,0.71,Gatling Cannon,1,"[""Liberation of Undermine""]",5715887
Edarn,Mage,5,7,0.71,Reaper,1,"[""Nerub-ar Palace""]",5229270
Yeviel,Paladin,217,309,0.7,Canister Detonation,16,"[""Liberation of Undermine""]",10746291
Bamoo,Druid,73,105,0.7,Discarded Doomsplosive,6,"[""Nerub-ar Palace"",""Aberrus, the Shadowed Crucible"",""Vault of the Incarnates"",""Liberation of Undermine""]",11368674
Girlypop,Shaman,14,20,0.7,Burrowed Eruption,2,"[""Nerub-ar Palace""]",364153588
Elpys,Mage,11,16,0.69,Meteor Axe,2,"[""Vault of the Incarnates""]",10449381
Samarie,Warrior,9,13,0.69,Blood Pact,2,"[""Nerub-ar Palace""]",10337838
Peevoke,Evoker,15,22,0.68,Blood Pact,3,"[""Nerub-ar Palace""]",10000323
Whacky,Hunter,6,9,0.67,Noise Pollution,1,"[""Liberation of Undermine""]",11359583
Codywood,Shaman,4,6,0.67,Caustic Reaction,2,"[""Nerub-ar Palace""]",4909610
Hahaokwtfxd,Hunter,2,3,0.67,Blaring Drop,1,"[""Liberation of Undermine""]",1988834
